virginia_region_key,virginia_region_name,peer_rank,mahalanobis_distance,region_key,region_name,state_name,population,micropolitan_pct,farm_income_pct,services_employment_pct,manufacturing_employment_pct,distance_to_small_msa,distance_to_large_msa,mining_employment_pct
51_6,Mary Ball Washington Regional Council,1,0.832433206488453,47_9,MidSouth Development District,Tennessee,1054955.0,0.0,-0.004354231766561,92.504297509559,7.474557002017529,60.50058803272282,25.14082473742144,0.021145488423467
51_6,Mary Ball Washington Regional Council,2,1.1077444818295088,45_2,Berkeley-Charleston-Dorchester Council of Governments,South Carolina,803398.0,0.0,0.0235762777358633,89.63357786947883,10.339675989607214,56.975007208562616,16.84564225122843,0.0267461409139538
51_6,Mary Ball Washington Regional Council,3,1.2396624023581135,24_5,Tri-County Council for Southern Maryland,Maryland,374093.0,0.0,-0.0077843179320901,98.4047609207753,1.5759529418247442,70.56481768816545,17.309310300963542,0.0192861373999531
51_6,Mary Ball Washington Regional Council,4,1.274605706027474,51_7,Northern Virginia,Virginia,1393887.0,0.0,-0.0020803597745587,97.11742932975186,2.8252110514198003,51.32286294878117,21.855471890603702,0.0573596188283448
51_6,Mary Ball Washington Regional Council,5,1.3168485072724703,51_4,Greater Richmond,Virginia,1074738.0,0.0,0.0328998406357606,92.69747302747044,7.222200826368982,50.95872169669453,7.661809230235695,0.0803261461605752
51_6,Mary Ball Washington Regional Council,6,1.5049288647040397,45_3,Catawba Regional Council of Governments,South Carolina,439927.0,6.173296933354852,0.1407402832397714,84.41981689955757,14.9844496035744,50.60492841796451,65.98361866375393,0.5957334968680187
51_6,Mary Ball Washington Regional Council,7,1.5093427512977577,45_10,Waccamaw Regional Council of Governments,South Carolina,451051.0,14.09907083677899,-0.0130247910701828,94.12352443495428,5.830546714475646,39.29251498165608,66.11259587626705,0.0459288505700817
51_6,Mary Ball Washington Regional Council,8,1.5320754362235216,21_4,Buffalo Trace Area Development District,Kentucky,55869.0,30.550036692978217,0.7326615632867511,78.82415254237289,21.17584745762712,58.4003485603018,51.58490613538673,0.0
51_8,Shenandoah Valley,1,1.1337481402980905,13_2,Georgia Mountains Regional Commission,Georgia,489248.0,14.932713061678331,1.7880435262751342,73.97713280562884,25.99050131926121,12.635414180687537,47.09893942644799,0.0323658751099384
51_8,Shenandoah Valley,2,1.2131880709376346,37_14,Eastern Carolina Council of Governments,North Carolina,636987.0,19.376219608877417,2.2201469621376178,83.5781684135237,16.39157107094715,18.41971528923734,39.33468921219503,0.0302605155291463
51_8,Shenandoah Valley,3,1.3723735781833764,21_1,Barren River Area Development District,Kentucky,313196.0,17.50469354653316,1.8427081744569929,72.13138768381317,27.820158882190544,6.710192585895831,61.59510061453732,0.0484534339962814
51_8,Shenandoah Valley,4,1.3859407787684632,45_8,Santee Lynches Regional Council of Governments,South Carolina,218698.0,0.0,1.2368672812703745,80.22985537190083,19.677599862258955,7.752168189302411,49.73812201698185,0.0925447658402204
51_8,Shenandoah Valley,5,1.8033204620663486,37_11,Mid-Carolina Council of Governments,North Carolina,529242.0,0.0,1.185318642926397,89.81364950135836,10.133405084495674,5.613979904190032,35.85926566581908,0.0529454141459731
51_8,Shenandoah Valley,6,1.9535917198493917,13_5,Northeast Georgia Regional Commission,Georgia,662319.0,11.630800263921165,0.8776582145434092,79.58238674328479,20.277295202458905,12.583858656466894,59.4334988333992,0.1403180542563143
51_8,Shenandoah Valley,7,2.040165191150204,37_16,Mid-East Commission,North Carolina,277350.0,16.120786010456104,1.0784467655242869,84.09060898166932,15.864974850845709,27.219447296267383,11.143310726087376,0.0444161674849645
51_8,Shenandoah Valley,8,2.1020494942063688,24_4,Upper Shore Regional Council,Maryland,173481.0,0.0,0.827384082048651,82.62380964038287,17.131386325246638,32.94873331696653,39.95129788404744,0.2448040343704864
51_9,Central Virginia,1,0.7866355379962743,45_4,Central Midlands Council of Governments,South Carolina,770955.0,4.91831559559248,0.1465481809890374,88.7534371053967,11.162380856847264,40.423412454676175,12.813365690186268,0.0841820377560373
51_9,Central Virginia,2,1.1003420579993193,51_4,Greater Richmond,Virginia,1074738.0,0.0,0.0328998406357606,92.69747302747044,7.222200826368982,50.95872169669453,7.661809230235695,0.0803261461605752
51_9,Central Virginia,3,1.1617092264635736,45_2,Berkeley-Charleston-Dorchester Council of Governments,South Carolina,803398.0,0.0,0.0235762777358633,89.63357786947883,10.339675989607214,56.975007208562616,16.84564225122843,0.0267461409139538
51_9,Central Virginia,4,1.2770527132159486,21_9,Kentuckiana Regional Planning and Development Agency,Kentucky,1021606.0,0.0,0.0168697955689331,85.8535377115514,14.095828045233258,39.34622476910251,20.343433330868194,0.0506342432153402
51_9,Central Virginia,5,1.3337328160434774,24_1,Tri-County Council for Western Maryland,Maryland,251662.0,0.0,0.5995481603616932,88.31842597917456,11.556768265077636,21.72491224773724,63.136822594076975,0.1248057557477944
51_9,Central Virginia,6,1.380537599626439,24_4,Upper Shore Regional Council,Maryland,173481.0,0.0,0.827384082048651,82.62380964038287,17.131386325246638,32.94873331696653,39.95129788404744,0.2448040343704864
51_9,Central Virginia,7,1.4234809684648,54_9,Region IX - Eastern Panhandle Regional Planning and Development Council,West Virginia,198563.0,0.0,0.0047673105248978,86.90173762828981,13.098262371710192,16.467300473216717,47.06156700004817,0.0
51_9,Central Virginia,8,1.4519360152413483,47_9,MidSouth Development District,Tennessee,1054955.0,0.0,-0.004354231766561,92.504297509559,7.474557002017529,60.50058803272282,25.14082473742144,0.021145488423467
