area_fips,oz_tract_count,state_fips,state_name,state_abbr
37027,4,37,North Carolina,NC
37029,1,37,North Carolina,NC
37031,2,37,North Carolina,NC
37033,1,37,North Carolina,NC
37035,2,37,North Carolina,NC
37037,3,37,North Carolina,NC
37039,1,37,North Carolina,NC
37041,1,37,North Carolina,NC
37043,1,37,North Carolina,NC
37045,2,37,North Carolina,NC
37047,3,37,North Carolina,NC
37049,1,37,North Carolina,NC
37051,9,37,North Carolina,NC
37053,1,37,North Carolina,NC
37055,1,37,North Carolina,NC
37057,2,37,North Carolina,NC
37059,1,37,North Carolina,NC
37061,2,37,North Carolina,NC
37063,7,37,North Carolina,NC
37065,5,37,North Carolina,NC
37067,11,37,North Carolina,NC
37069,2,37,North Carolina,NC
37071,9,37,North Carolina,NC
37073,1,37,North Carolina,NC
37075,1,37,North Carolina,NC
37077,1,37,North Carolina,NC
37079,1,37,North Carolina,NC
37081,12,37,North Carolina,NC
37083,2,37,North Carolina,NC
37085,3,37,North Carolina,NC
37087,1,37,North Carolina,NC
37089,1,37,North Carolina,NC
37091,1,37,North Carolina,NC
37093,1,37,North Carolina,NC
37095,1,37,North Carolina,NC
37097,3,37,North Carolina,NC
37099,1,37,North Carolina,NC
37101,4,37,North Carolina,NC
37103,1,37,North Carolina,NC
37105,1,37,North Carolina,NC
37107,3,37,North Carolina,NC
37109,1,37,North Carolina,NC
37111,2,37,North Carolina,NC
37113,1,37,North Carolina,NC
37115,1,37,North Carolina,NC
37117,1,37,North Carolina,NC
37119,17,37,North Carolina,NC
37121,1,37,North Carolina,NC
37123,1,37,North Carolina,NC
37125,1,37,North Carolina,NC
37127,2,37,North Carolina,NC
37129,4,37,North Carolina,NC
37131,1,37,North Carolina,NC
37133,2,37,North Carolina,NC
37135,1,37,North Carolina,NC
37137,1,37,North Carolina,NC
37139,2,37,North Carolina,NC
37141,2,37,North Carolina,NC
37143,1,37,North Carolina,NC
37145,2,37,North Carolina,NC
37147,5,37,North Carolina,NC
37149,1,37,North Carolina,NC
37151,3,37,North Carolina,NC
37153,2,37,North Carolina,NC
37155,7,37,North Carolina,NC
37157,3,37,North Carolina,NC
37159,5,37,North Carolina,NC
37161,3,37,North Carolina,NC
37163,2,37,North Carolina,NC
37165,1,37,North Carolina,NC
37167,1,37,North Carolina,NC
37169,1,37,North Carolina,NC
37171,3,37,North Carolina,NC
37173,1,37,North Carolina,NC
37175,1,37,North Carolina,NC
37177,1,37,North Carolina,NC
37179,2,37,North Carolina,NC
37181,1,37,North Carolina,NC
37183,13,37,North Carolina,NC
37185,1,37,North Carolina,NC
37187,1,37,North Carolina,NC
37189,1,37,North Carolina,NC
37191,4,37,North Carolina,NC
37193,3,37,North Carolina,NC
37195,3,37,North Carolina,NC
37197,1,37,North Carolina,NC
37199,1,37,North Carolina,NC
42003,68,42,Pennsylvania,PA
42007,4,42,Pennsylvania,PA
42011,6,42,Pennsylvania,PA
42013,5,42,Pennsylvania,PA
42015,1,42,Pennsylvania,PA
42017,2,42,Pennsylvania,PA
42019,1,42,Pennsylvania,PA
42021,5,42,Pennsylvania,PA
42023,1,42,Pennsylvania,PA
42027,4,42,Pennsylvania,PA
42029,4,42,Pennsylvania,PA
42031,2,42,Pennsylvania,PA
42033,6,42,Pennsylvania,PA
42035,3,42,Pennsylvania,PA
42037,2,42,Pennsylvania,PA
42041,1,42,Pennsylvania,PA
42043,6,42,Pennsylvania,PA
42045,6,42,Pennsylvania,PA
42049,8,42,Pennsylvania,PA
42051,2,42,Pennsylvania,PA
42059,1,42,Pennsylvania,PA
42063,3,42,Pennsylvania,PA
42065,2,42,Pennsylvania,PA
42069,8,42,Pennsylvania,PA
42071,6,42,Pennsylvania,PA
42073,4,42,Pennsylvania,PA
42075,2,42,Pennsylvania,PA
42077,6,42,Pennsylvania,PA
42079,6,42,Pennsylvania,PA
42081,3,42,Pennsylvania,PA
42083,2,42,Pennsylvania,PA
42085,2,42,Pennsylvania,PA
42089,1,42,Pennsylvania,PA
42091,4,42,Pennsylvania,PA
42093,1,42,Pennsylvania,PA
42095,8,42,Pennsylvania,PA
42097,2,42,Pennsylvania,PA
42101,82,42,Pennsylvania,PA
42107,3,42,Pennsylvania,PA
42111,1,42,Pennsylvania,PA
42121,3,42,Pennsylvania,PA
42123,2,42,Pennsylvania,PA
42125,2,42,Pennsylvania,PA
42129,4,42,Pennsylvania,PA
42133,5,42,Pennsylvania,PA
45001,1,45,South Carolina,SC
45003,3,45,South Carolina,SC
45005,1,45,South Carolina,SC
45007,4,45,South Carolina,SC
45009,2,45,South Carolina,SC
45011,1,45,South Carolina,SC
45013,3,45,South Carolina,SC
45015,4,45,South Carolina,SC
45017,1,45,South Carolina,SC
45019,8,45,South Carolina,SC
45021,2,45,South Carolina,SC
45023,2,45,South Carolina,SC
45025,2,45,South Carolina,SC
45027,2,45,South Carolina,SC
45029,2,45,South Carolina,SC
45031,2,45,South Carolina,SC
45033,3,45,South Carolina,SC
45035,3,45,South Carolina,SC
45037,1,45,South Carolina,SC
45039,4,45,South Carolina,SC
45041,5,45,South Carolina,SC
45043,3,45,South Carolina,SC
45045,9,45,South Carolina,SC
45047,2,45,South Carolina,SC
45049,1,45,South Carolina,SC
45051,6,45,South Carolina,SC
45053,1,45,South Carolina,SC
45055,2,45,South Carolina,SC
45057,2,45,South Carolina,SC
45059,3,45,South Carolina,SC
45061,2,45,South Carolina,SC
45063,6,45,South Carolina,SC
45065,1,45,South Carolina,SC
45067,2,45,South Carolina,SC
45069,2,45,South Carolina,SC
45071,1,45,South Carolina,SC
45073,2,45,South Carolina,SC
45075,4,45,South Carolina,SC
45077,3,45,South Carolina,SC
45079,9,45,South Carolina,SC
45081,1,45,South Carolina,SC
45083,6,45,South Carolina,SC
45085,3,45,South Carolina,SC
45087,1,45,South Carolina,SC
45089,3,45,South Carolina,SC
45091,4,45,South Carolina,SC
47001,2,47,Tennessee,TN
47003,1,47,Tennessee,TN
47005,1,47,Tennessee,TN
47007,1,47,Tennessee,TN
47009,4,47,Tennessee,TN
47011,1,47,Tennessee,TN
47015,1,47,Tennessee,TN
47017,1,47,Tennessee,TN
47019,1,47,Tennessee,TN
47021,1,47,Tennessee,TN
47025,1,47,Tennessee,TN
47027,1,47,Tennessee,TN
47029,2,47,Tennessee,TN
47033,1,47,Tennessee,TN
47035,2,47,Tennessee,TN
47037,18,47,Tennessee,TN
47041,1,47,Tennessee,TN
47043,1,47,Tennessee,TN
47045,1,47,Tennessee,TN
47047,1,47,Tennessee,TN
47049,1,47,Tennessee,TN
47053,2,47,Tennessee,TN
47059,2,47,Tennessee,TN
47061,1,47,Tennessee,TN
47063,2,47,Tennessee,TN
47065,7,47,Tennessee,TN
47067,1,47,Tennessee,TN
47069,1,47,Tennessee,TN
47073,2,47,Tennessee,TN
47075,1,47,Tennessee,TN
47077,1,47,Tennessee,TN
47079,1,47,Tennessee,TN
47081,1,47,Tennessee,TN
47083,1,47,Tennessee,TN
47087,1,47,Tennessee,TN
47091,1,47,Tennessee,TN
47093,8,47,Tennessee,TN
47095,1,47,Tennessee,TN
47097,2,47,Tennessee,TN
47099,2,47,Tennessee,TN
47103,2,47,Tennessee,TN
47105,2,47,Tennessee,TN
47107,2,47,Tennessee,TN
47111,1,47,Tennessee,TN
47113,6,47,Tennessee,TN
47115,1,47,Tennessee,TN
47117,1,47,Tennessee,TN
47121,1,47,Tennessee,TN
47123,2,47,Tennessee,TN
47125,4,47,Tennessee,TN
47131,2,47,Tennessee,TN
47133,1,47,Tennessee,TN
47137,1,47,Tennessee,TN
47139,1,47,Tennessee,TN
47141,3,47,Tennessee,TN
47143,1,47,Tennessee,TN
47145,1,47,Tennessee,TN
47149,3,47,Tennessee,TN
47151,1,47,Tennessee,TN
47153,1,47,Tennessee,TN
47155,2,47,Tennessee,TN
47157,32,47,Tennessee,TN
47159,2,47,Tennessee,TN
47161,1,47,Tennessee,TN
47163,4,47,Tennessee,TN
47165,2,47,Tennessee,TN
47167,2,47,Tennessee,TN
47171,2,47,Tennessee,TN
47173,1,47,Tennessee,TN
47175,1,47,Tennessee,TN
47177,1,47,Tennessee,TN
47179,4,47,Tennessee,TN
47181,1,47,Tennessee,TN
47183,1,47,Tennessee,TN
47185,1,47,Tennessee,TN
51001,2,51,Virginia,VA
51003,2,51,Virginia,VA
51005,1,51,Virginia,VA
51009,1,51,Virginia,VA
51011,1,51,Virginia,VA
51013,2,51,Virginia,VA
51015,1,51,Virginia,VA
51019,2,51,Virginia,VA
51025,1,51,Virginia,VA
51027,1,51,Virginia,VA
51031,2,51,Virginia,VA
51033,1,51,Virginia,VA
51035,1,51,Virginia,VA
51037,1,51,Virginia,VA
51041,4,51,Virginia,VA
51047,1,51,Virginia,VA
51049,1,51,Virginia,VA
51051,1,51,Virginia,VA
51053,1,51,Virginia,VA
51057,1,51,Virginia,VA
51059,9,51,Virginia,VA
51061,1,51,Virginia,VA
51067,1,51,Virginia,VA
51069,1,51,Virginia,VA
51071,1,51,Virginia,VA
51073,1,51,Virginia,VA
51077,1,51,Virginia,VA
51081,1,51,Virginia,VA
51083,3,51,Virginia,VA
51087,7,51,Virginia,VA
51089,5,51,Virginia,VA
51095,1,51,Virginia,VA
51097,1,51,Virginia,VA
51103,1,51,Virginia,VA
51105,1,51,Virginia,VA
51107,2,51,Virginia,VA
51117,2,51,Virginia,VA
51121,2,51,Virginia,VA
51131,1,51,Virginia,VA
51137,1,51,Virginia,VA
51139,1,51,Virginia,VA
51143,3,51,Virginia,VA
51147,1,51,Virginia,VA
51149,1,51,Virginia,VA
51153,6,51,Virginia,VA
51155,1,51,Virginia,VA
51159,1,51,Virginia,VA
51161,1,51,Virginia,VA
51165,2,51,Virginia,VA
51167,1,51,Virginia,VA
51169,1,51,Virginia,VA
51171,1,51,Virginia,VA
51173,2,51,Virginia,VA
51177,3,51,Virginia,VA
51183,1,51,Virginia,VA
51185,2,51,Virginia,VA
51187,1,51,Virginia,VA
51191,1,51,Virginia,VA
51195,4,51,Virginia,VA
51197,1,51,Virginia,VA
51510,4,51,Virginia,VA
51515,1,51,Virginia,VA
51520,2,51,Virginia,VA
51530,1,51,Virginia,VA
51540,2,51,Virginia,VA
51550,3,51,Virginia,VA
51580,1,51,Virginia,VA
51590,4,51,Virginia,VA
51595,1,51,Virginia,VA
51620,1,51,Virginia,VA
51630,2,51,Virginia,VA
51640,2,51,Virginia,VA
51650,4,51,Virginia,VA
51660,2,51,Virginia,VA
51670,2,51,Virginia,VA
51678,1,51,Virginia,VA
51680,4,51,Virginia,VA
51683,1,51,Virginia,VA
51690,2,51,Virginia,VA
51700,7,51,Virginia,VA
51710,16,51,Virginia,VA
51720,1,51,Virginia,VA
51730,3,51,Virginia,VA
51740,8,51,Virginia,VA
51750,2,51,Virginia,VA
51760,11,51,Virginia,VA
51770,4,51,Virginia,VA
51775,1,51,Virginia,VA
51790,2,51,Virginia,VA
51800,1,51,Virginia,VA
51810,8,51,Virginia,VA
51820,1,51,Virginia,VA
51830,1,51,Virginia,VA
51840,1,51,Virginia,VA
54003,3,54,West Virginia,WV
54005,1,54,West Virginia,WV
54011,2,54,West Virginia,WV
54025,2,54,West Virginia,WV
54027,1,54,West Virginia,WV
54029,1,54,West Virginia,WV
54033,1,54,West Virginia,WV
54035,2,54,West Virginia,WV
54037,6,54,West Virginia,WV
54039,6,54,West Virginia,WV
54049,2,54,West Virginia,WV
54051,1,54,West Virginia,WV
54053,1,54,West Virginia,WV
54055,3,54,West Virginia,WV
54059,2,54,West Virginia,WV
54061,3,54,West Virginia,WV
54063,1,54,West Virginia,WV
54065,1,54,West Virginia,WV
54067,2,54,West Virginia,WV
54069,1,54,West Virginia,WV
54081,2,54,West Virginia,WV
54083,1,54,West Virginia,WV
54089,1,54,West Virginia,WV
54091,1,54,West Virginia,WV
54095,1,54,West Virginia,WV
54097,2,54,West Virginia,WV
54099,1,54,West Virginia,WV
54103,1,54,West Virginia,WV
54107,2,54,West Virginia,WV
54109,1,54,West Virginia,WV
