NAME,EMP,ESTAB,NAICS2017,state,county
"Accomack County, Virginia",944,52,62,51,001
"Albemarle County, Virginia",9057,394,62,51,003
"Amherst County, Virginia",570,42,62,51,009
"Bland County, Virginia",136,6,62,51,021
"Botetourt County, Virginia",1051,67,62,51,023
"Brunswick County, Virginia",150,14,62,51,025
"Buckingham County, Virginia",252,12,62,51,029
"Craig County, Virginia",61,3,62,51,045
"Cumberland County, Virginia",60,13,62,51,049
"Grayson County, Virginia",146,9,62,51,077
"Highland County, Virginia",62,6,62,51,091
"Isle of Wight County, Virginia",635,62,62,51,093
"King and Queen County, Virginia",24,7,62,51,097
"King George County, Virginia",310,30,62,51,099
"Mathews County, Virginia",124,21,62,51,115
"Northumberland County, Virginia",46,6,62,51,133
"Petersburg city, Virginia",3240,133,62,51,730
"Alleghany County, Virginia",758,32,62,51,005
"Amelia County, Virginia",199,17,62,51,007
"Appomattox County, Virginia",504,25,62,51,011
"Arlington County, Virginia",10032,525,62,51,013
"Bath County, Virginia",259,6,62,51,017
"Bedford County, Virginia",2124,154,62,51,019
"Buchanan County, Virginia",568,37,62,51,027
"Campbell County, Virginia",1126,83,62,51,031
"Caroline County, Virginia",373,19,62,51,033
"Carroll County, Virginia",657,45,62,51,035
"Charlotte County, Virginia",224,20,62,51,037
"Clarke County, Virginia",540,27,62,51,043
"Dickenson County, Virginia",334,24,62,51,051
"Dinwiddie County, Virginia",1214,21,62,51,053
"Essex County, Virginia",516,27,62,51,057
"Floyd County, Virginia",712,21,62,51,063
"Fluvanna County, Virginia",212,28,62,51,065
"Frederick County, Virginia",1740,118,62,51,069
"Giles County, Virginia",523,33,62,51,071
"Goochland County, Virginia",846,37,62,51,075
"Greene County, Virginia",252,25,62,51,079
"Halifax County, Virginia",1477,74,62,51,083
"Henry County, Virginia",695,43,62,51,089
"James City County, Virginia",3798,176,62,51,095
"King William County, Virginia",335,18,62,51,101
"Lancaster County, Virginia",976,32,62,51,103
"Lee County, Virginia",392,27,62,51,105
"Louisa County, Virginia",325,37,62,51,109
"Lunenburg County, Virginia",184,13,62,51,111
"Madison County, Virginia",263,22,62,51,113
"Mecklenburg County, Virginia",1709,75,62,51,117
"Middlesex County, Virginia",324,18,62,51,119
"Montgomery County, Virginia",4804,257,62,51,121
"Nelson County, Virginia",197,24,62,51,125
"New Kent County, Virginia",547,26,62,51,127
"Northampton County, Virginia",732,30,62,51,131
"Nottoway County, Virginia",918,28,62,51,135
"Page County, Virginia",514,20,62,51,139
"Patrick County, Virginia",385,22,62,51,141
"Pittsylvania County, Virginia",1030,66,62,51,143
"Powhatan County, Virginia",257,33,62,51,145
"Prince Edward County, Virginia",1910,75,62,51,147
"Prince George County, Virginia",480,38,62,51,149
"Pulaski County, Virginia",1382,67,62,51,155
"Rappahannock County, Virginia",107,11,62,51,157
"Richmond County, Virginia",622,17,62,51,159
"Rockbridge County, Virginia",406,27,62,51,163
"Russell County, Virginia",1127,66,62,51,167
"Scott County, Virginia",688,38,62,51,169
"Shenandoah County, Virginia",1394,69,62,51,171
"Smyth County, Virginia",1642,57,62,51,173
"Southampton County, Virginia",148,5,62,51,175
"Surry County, Virginia",12,3,62,51,181
"Sussex County, Virginia",331,15,62,51,183
"Tazewell County, Virginia",2328,115,62,51,185
"Westmoreland County, Virginia",144,16,62,51,193
"Wise County, Virginia",1531,79,62,51,195
"Bristol city, Virginia",976,52,62,51,520
"Buena Vista city, Virginia",155,9,62,51,530
"Covington city, Virginia",124,15,62,51,580
"Danville city, Virginia",5135,177,62,51,590
"Emporia city, Virginia",831,42,62,51,595
"Falls Church city, Virginia",2132,141,62,51,610
"Franklin city, Virginia",1310,48,62,51,620
"Fredericksburg city, Virginia",6068,227,62,51,630
"Galax city, Virginia",1366,50,62,51,640
"Hopewell city, Virginia",1133,52,62,51,670
"Lexington city, Virginia",603,39,62,51,678
"Manassas city, Virginia",3340,172,62,51,683
"Manassas Park city, Virginia",105,12,62,51,685
"Martinsville city, Virginia",2398,100,62,51,690
"Norton city, Virginia",737,46,62,51,720
"Poquoson city, Virginia",207,18,62,51,735
"Portsmouth city, Virginia",6723,222,62,51,740
"Radford city, Virginia",636,43,62,51,750
"Salem city, Virginia",5103,145,62,51,775
"Staunton city, Virginia",2519,91,62,51,790
"Suffolk city, Virginia",4525,250,62,51,800
"Williamsburg city, Virginia",476,35,62,51,830
"Winchester city, Virginia",7712,264,62,51,840
"Hanover County, Virginia",6199,287,62,51,085
"Rockingham County, Virginia",3504,139,62,51,165
"Stafford County, Virginia",3796,232,62,51,179
"Virginia Beach city, Virginia",23191,1256,62,51,810
"Waynesboro city, Virginia",587,40,62,51,820
"Augusta County, Virginia",3743,104,62,51,015
"Chesterfield County, Virginia",14727,963,62,51,041
"Culpeper County, Virginia",2205,90,62,51,047
"Fairfax County, Virginia",66019,3606,62,51,059
"Fauquier County, Virginia",2150,123,62,51,061
"Franklin County, Virginia",1351,92,62,51,067
"Gloucester County, Virginia",1299,71,62,51,073
"Henrico County, Virginia",26147,1166,62,51,087
"Loudoun County, Virginia",15456,1126,62,51,107
"Orange County, Virginia",417,41,62,51,137
"Prince William County, Virginia",12883,912,62,51,153
"Roanoke County, Virginia",4628,248,62,51,161
"Spotsylvania County, Virginia",4265,277,62,51,177
"Warren County, Virginia",1502,60,62,51,187
"Washington County, Virginia",2428,148,62,51,191
"Wythe County, Virginia",1259,78,62,51,197
"York County, Virginia",2271,150,62,51,199
"Alexandria city, Virginia",7619,483,62,51,510
"Charlottesville city, Virginia",9782,163,62,51,540
"Chesapeake city, Virginia",11940,628,62,51,550
"Colonial Heights city, Virginia",1496,83,62,51,570
"Fairfax city, Virginia",4678,291,62,51,600
"Hampton city, Virginia",7665,301,62,51,650
"Harrisonburg city, Virginia",2892,190,62,51,660
"Lynchburg city, Virginia",9883,286,62,51,680
"Newport News city, Virginia",15546,452,62,51,700
"Norfolk city, Virginia",19757,653,62,51,710
"Richmond city, Virginia",25759,600,62,51,760
"Roanoke city, Virginia",15449,366,62,51,770
"Adams County, Pennsylvania",4277,177,62,42,001
"Allegheny County, Pennsylvania",135617,4700,62,42,003
"Armstrong County, Pennsylvania",3333,173,62,42,005
"Sullivan County, Pennsylvania",262,16,62,42,113
"York County, Pennsylvania",25090,975,62,42,133
"Beaver County, Pennsylvania",8948,475,62,42,007
"Bedford County, Pennsylvania",1636,115,62,42,009
"Berks County, Pennsylvania",28903,931,62,42,011
"Blair County, Pennsylvania",12453,458,62,42,013
"Bradford County, Pennsylvania",4755,145,62,42,015
"Bucks County, Pennsylvania",50652,2140,62,42,017
"Butler County, Pennsylvania",13355,611,62,42,019
"Cambria County, Pennsylvania",11027,468,62,42,021
"Cameron County, Pennsylvania",182,11,62,42,023
"Carbon County, Pennsylvania",2648,187,62,42,025
"Centre County, Pennsylvania",8455,398,62,42,027
"Chester County, Pennsylvania",38266,1568,62,42,029
"Clarion County, Pennsylvania",2465,164,62,42,031
"Clearfield County, Pennsylvania",6003,266,62,42,033
"Clinton County, Pennsylvania",1468,95,62,42,035
