NAME,EMP,ESTAB,NAICS2017,state,county
"Albemarle County, Virginia",811,69,61,51,003
"Alleghany County, Virginia",9,3,61,51,005
"Amherst County, Virginia",473,8,61,51,009
"Arlington County, Virginia",3305,118,61,51,013
"Buckingham County, Virginia",51,4,61,51,029
"Campbell County, Virginia",162,10,61,51,031
"Charles City County, Virginia",32,3,61,51,036
"Dinwiddie County, Virginia",41,3,61,51,053
"Goochland County, Virginia",181,11,61,51,075
"Isle of Wight County, Virginia",127,9,61,51,093
"Madison County, Virginia",310,5,61,51,113
"New Kent County, Virginia",32,10,61,51,127
"Orange County, Virginia",60,7,61,51,137
"Patrick County, Virginia",8,3,61,51,141
"Prince Edward County, Virginia",677,7,61,51,147
"Prince George County, Virginia",54,7,61,51,149
"Pulaski County, Virginia",19,7,61,51,155
"Rappahannock County, Virginia",54,4,61,51,157
"Russell County, Virginia",7,3,61,51,167
"Smyth County, Virginia",13,3,61,51,173
"Surry County, Virginia",9,3,61,51,181
"Wise County, Virginia",39,3,61,51,195
"Bristol city, Virginia",26,6,61,51,520
"Covington city, Virginia",36,3,61,51,580
"Falls Church city, Virginia",141,15,61,51,610
"Hopewell city, Virginia",103,5,61,51,670
"Lexington city, Virginia",1946,6,61,51,678
"Radford city, Virginia",3,3,61,51,750
"Staunton city, Virginia",706,12,61,51,790
"Waynesboro city, Virginia",72,7,61,51,820
"Bedford County, Virginia",36,14,61,51,019
"Brunswick County, Virginia",80,3,61,51,025
"Caroline County, Virginia",78,5,61,51,033
"Clarke County, Virginia",64,5,61,51,043
"Fauquier County, Virginia",499,32,61,51,061
"Floyd County, Virginia",19,5,61,51,063
"Fluvanna County, Virginia",59,5,61,51,065
"Frederick County, Virginia",161,15,61,51,069
"Halifax County, Virginia",128,6,61,51,083
"Henry County, Virginia",75,6,61,51,089
"James City County, Virginia",187,27,61,51,095
"King George County, Virginia",6,3,61,51,099
"Lancaster County, Virginia",32,4,61,51,103
"Louisa County, Virginia",5,4,61,51,109
"Mecklenburg County, Virginia",66,6,61,51,117
"Montgomery County, Virginia",848,24,61,51,121
"Nelson County, Virginia",31,4,61,51,125
"Northampton County, Virginia",90,4,61,51,131
"Page County, Virginia",31,3,61,51,139
"Pittsylvania County, Virginia",261,8,61,51,143
"Powhatan County, Virginia",45,9,61,51,145
"Rockbridge County, Virginia",68,3,61,51,163
"Rockingham County, Virginia",756,16,61,51,165
"Shenandoah County, Virginia",129,5,61,51,171
"Spotsylvania County, Virginia",635,27,61,51,177
"Tazewell County, Virginia",317,6,61,51,185
"Westmoreland County, Virginia",23,3,61,51,193
"Charlottesville city, Virginia",1098,42,61,51,540
"Danville city, Virginia",525,11,61,51,590
"Fairfax city, Virginia",479,45,61,51,600
"Fredericksburg city, Virginia",166,22,61,51,630
"Lynchburg city, Virginia",11749,33,61,51,680
"Manassas city, Virginia",254,21,61,51,683
"Manassas Park city, Virginia",12,3,61,51,685
"Martinsville city, Virginia",30,3,61,51,690
"Portsmouth city, Virginia",181,11,61,51,740
"Roanoke city, Virginia",595,34,61,51,770
"Salem city, Virginia",558,9,61,51,775
"Suffolk city, Virginia",392,20,61,51,800
"Williamsburg city, Virginia",127,4,61,51,830
"Winchester city, Virginia",1786,22,61,51,840
"Culpeper County, Virginia",77,6,61,51,047
"Hanover County, Virginia",1159,44,61,51,085
"Roanoke County, Virginia",952,35,61,51,161
"Colonial Heights city, Virginia",22,5,61,51,570
"Richmond city, Virginia",3819,107,61,51,760
"Virginia Beach city, Virginia",3776,166,61,51,810
"Augusta County, Virginia",104,15,61,51,015
"Chesterfield County, Virginia",1205,109,61,51,041
"Fairfax County, Virginia",12034,692,61,51,059
"Franklin County, Virginia",689,8,61,51,067
"Gloucester County, Virginia",78,9,61,51,073
"Henrico County, Virginia",2218,147,61,51,087
"Loudoun County, Virginia",2750,262,61,51,107
"Prince William County, Virginia",1634,148,61,51,153
"Stafford County, Virginia",723,52,61,51,179
"Warren County, Virginia",804,15,61,51,187
"Washington County, Virginia",660,12,61,51,191
"Wythe County, Virginia",59,6,61,51,197
"York County, Virginia",251,23,61,51,199
"Alexandria city, Virginia",1490,94,61,51,510
"Chesapeake city, Virginia",1394,99,61,51,550
"Hampton city, Virginia",1377,32,61,51,650
"Harrisonburg city, Virginia",1436,18,61,51,660
"Newport News city, Virginia",1308,57,61,51,700
"Norfolk city, Virginia",1661,70,61,51,710
"Adams County, Pennsylvania",1150,21,61,42,001
"Allegheny County, Pennsylvania",49533,506,61,42,003
"Columbia County, Pennsylvania",134,13,61,42,037
"Elk County, Pennsylvania",163,7,61,42,047
"Greene County, Pennsylvania",604,4,61,42,059
"Huntingdon County, Pennsylvania",856,9,61,42,061
"Lebanon County, Pennsylvania",1280,26,61,42,075
"Lycoming County, Pennsylvania",855,16,61,42,081
"McKean County, Pennsylvania",336,6,61,42,083
"Snyder County, Pennsylvania",1266,6,61,42,109
"Venango County, Pennsylvania",47,7,61,42,121
"Warren County, Pennsylvania",738,9,61,42,123
"Wyoming County, Pennsylvania",2,3,61,42,131
"Armstrong County, Pennsylvania",31,9,61,42,005
"Bedford County, Pennsylvania",70,6,61,42,009
"Bradford County, Pennsylvania",84,7,61,42,015
"Cambria County, Pennsylvania",2281,22,61,42,021
"Carbon County, Pennsylvania",56,8,61,42,025
"Centre County, Pennsylvania",565,47,61,42,027
"Clarion County, Pennsylvania",103,8,61,42,031
"Clearfield County, Pennsylvania",193,8,61,42,033
"Clinton County, Pennsylvania",143,3,61,42,035
"Crawford County, Pennsylvania",706,23,61,42,039
"Fayette County, Pennsylvania",254,21,61,42,051
"Juniata County, Pennsylvania",58,5,61,42,067
"Lawrence County, Pennsylvania",826,14,61,42,073
"Mifflin County, Pennsylvania",93,9,61,42,087
"Perry County, Pennsylvania",62,8,61,42,099
"Schuylkill County, Pennsylvania",306,19,61,42,107
"Susquehanna County, Pennsylvania",35,5,61,42,115
"Union County, Pennsylvania",2497,11,61,42,119
"Wayne County, Pennsylvania",117,12,61,42,127
"Indiana County, Pennsylvania",172,16,61,42,063
"Mercer County, Pennsylvania",1763,22,61,42,085
"Westmoreland County, Pennsylvania",2552,59,61,42,129
"York County, Pennsylvania",2753,78,61,42,133
"Beaver County, Pennsylvania",2187,41,61,42,007
"Berks County, Pennsylvania",2358,76,61,42,011
"Blair County, Pennsylvania",335,29,61,42,013
"Bucks County, Pennsylvania",5131,258,61,42,017
"Butler County, Pennsylvania",1191,69,61,42,019
"Chester County, Pennsylvania",6297,256,61,42,029
"Cumberland County, Pennsylvania",3984,72,61,42,041
"Dauphin County, Pennsylvania",3968,93,61,42,043
"Delaware County, Pennsylvania",13598,241,61,42,045
"Erie County, Pennsylvania",4972,73,61,42,049
"Franklin County, Pennsylvania",1006,30,61,42,055
"Lackawanna County, Pennsylvania",6376,65,61,42,069
"Lancaster County, Pennsylvania",5800,146,61,42,071
"Lehigh County, Pennsylvania",5341,116,61,42,077
"Luzerne County, Pennsylvania",3962,72,61,42,079
"Monroe County, Pennsylvania",209,34,61,42,089
"Montgomery County, Pennsylvania",16438,463,61,42,091
"Northampton County, Pennsylvania",6486,92,61,42,095
"Northumberland County, Pennsylvania",320,13,61,42,097
"Philadelphia County, Pennsylvania",81574,597,61,42,101
"Pike County, Pennsylvania",13,6,61,42,103
"Somerset County, Pennsylvania",95,8,61,42,111
"Washington County, Pennsylvania",868,52,61,42,125
"Allegany County, Maryland",174,9,61,24,001
"Anne Arundel County, Maryland",3381,209,61,24,003
"Calvert County, Maryland",210,21,61,24,009
"Dorchester County, Maryland",39,5,61,24,019
"Somerset County, Maryland",40,3,61,24,039
"Wicomico County, Maryland",377,20,61,24,045
"Baltimore County, Maryland",6997,268,61,24,005
"Caroline County, Maryland",433,9,61,24,011
"Carroll County, Maryland",1507,65,61,24,013
"Garrett County, Maryland",37,9,61,24,023
"Kent County, Maryland",839,15,61,24,029
"Queen Anne's County, Maryland",142,13,61,24,035
"St. Mary's County, Maryland",660,40,61,24,037
"Talbot County, Maryland",256,16,61,24,041
"Worcester County, Maryland",132,11,61,24,047
"Harford County, Maryland",960,85,61,24,025
