state,county,NAME,pct_pre_1960,total_units,units_pre_1960
42,111,"Somerset County, Pennsylvania",47.20869933326278,37796,17843
42,113,"Sullivan County, Pennsylvania",40.4164442071543,5619,2271
42,115,"Susquehanna County, Pennsylvania",35.22115609641938,21365,7525
42,117,"Tioga County, Pennsylvania",41.74982594569506,21545,8995
42,119,"Union County, Pennsylvania",38.81989496447328,16185,6283
42,121,"Venango County, Pennsylvania",50.77256812300198,26276,13341
42,123,"Warren County, Pennsylvania",50.03226698626349,21694,10854
42,125,"Washington County, Pennsylvania",45.16597788335687,97031,43825
42,127,"Wayne County, Pennsylvania",25.91226040461524,31981,8287
42,129,"Westmoreland County, Pennsylvania",45.240006421576496,168183,76086
42,131,"Wyoming County, Pennsylvania",36.34594426280554,12846,4669
42,133,"York County, Pennsylvania",33.75406775140037,187450,63272
24,001,"Allegany County, Maryland",53.41220120430631,32882,17563
24,003,"Anne Arundel County, Maryland",18.493071370672016,233163,43119
24,005,"Baltimore County, Maryland",33.83027490120782,349471,118227
24,009,"Calvert County, Maryland",11.787742314470334,35749,4214
24,011,"Caroline County, Maryland",28.382691308543013,13473,3824
24,013,"Carroll County, Maryland",18.939578141146434,65804,12463
24,015,"Cecil County, Maryland",20.576927451827924,43957,9045
24,017,"Charles County, Maryland",9.475321509893845,62362,5909
24,019,"Dorchester County, Maryland",36.84146341463415,16400,6042
24,021,"Frederick County, Maryland",18.24558373393976,104217,19015
24,023,"Garrett County, Maryland",22.92308523863575,18501,4241
24,025,"Harford County, Maryland",13.12673825710754,103552,13593
24,027,"Howard County, Maryland",6.0626438085361505,123428,7483
24,029,"Kent County, Maryland",32.61627906976744,10320,3366
24,031,"Montgomery County, Maryland",20.36700747938153,403643,82210
24,033,"Prince George's County, Maryland",22.008430407376885,359176,79049
24,035,"Queen Anne's County, Maryland",13.86124737210932,21405,2967
24,037,"St. Mary's County, Maryland",11.17486039636483,45665,5103
24,039,"Somerset County, Maryland",26.723349789723898,10938,2923
24,041,"Talbot County, Maryland",28.526981536264408,19606,5593
24,043,"Washington County, Maryland",36.10932324453305,63701,23002
24,045,"Wicomico County, Maryland",22.815045300631464,43708,9972
24,047,"Worcester County, Maryland",10.266139470557988,56399,5790
24,510,"Baltimore city, Maryland",69.25823099589515,293555,203311
10,001,"Kent County, Delaware",15.402173913043478,73600,11336
10,003,"New Castle County, Delaware",31.36395916935477,233746,73312
10,005,"Sussex County, Delaware",10.333541363289648,144210,14902
54,001,"Barbour County, West Virginia",36.41820212171971,7164,2609
54,003,"Berkeley County, West Virginia",15.228495671839662,51292,7811
54,005,"Boone County, West Virginia",31.75894169524743,10205,3241
54,007,"Braxton County, West Virginia",35.81829692940804,6318,2263
54,009,"Brooke County, West Virginia",45.5367969405839,10721,4882
54,011,"Cabell County, West Virginia",37.300709312162425,46101,17196
54,013,"Calhoun County, West Virginia",34.63565891472869,3225,1117
54,015,"Clay County, West Virginia",19.18119787717968,3957,759
54,017,"Doddridge County, West Virginia",47.30100640439158,3279,1551
54,019,"Fayette County, West Virginia",38.66437821813075,19227,7434
54,021,"Gilmer County, West Virginia",35.2185089974293,3112,1096
54,023,"Grant County, West Virginia",22.641509433962266,5671,1284
54,025,"Greenbrier County, West Virginia",29.325447748702782,17923,5256
54,027,"Hampshire County, West Virginia",20.087544767210506,12565,2524
54,029,"Hancock County, West Virginia",52.80898876404494,14240,7520
54,031,"Hardy County, West Virginia",20.978593272171253,8175,1715
54,033,"Harrison County, West Virginia",48.35682286386972,30581,14788
54,035,"Jackson County, West Virginia",14.266924564796904,12925,1844
54,037,"Jefferson County, West Virginia",15.987958859436407,23918,3824
54,039,"Kanawha County, West Virginia",43.622685696610844,90524,39489
54,041,"Lewis County, West Virginia",35.243203705961236,8203,2891
54,043,"Lincoln County, West Virginia",17.823228634039445,9583,1708
54,045,"Logan County, West Virginia",31.828579117330463,14864,4731
54,047,"McDowell County, West Virginia",50.99470899470899,9450,4819
54,049,"Marion County, West Virginia",49.899220384103444,26295,13121
54,051,"Marshall County, West Virginia",50.65936295394603,14787,7491
54,053,"Mason County, West Virginia",27.09339445035606,12217,3310
54,055,"Mercer County, West Virginia",32.34723404255319,29375,9502
54,057,"Mineral County, West Virginia",28.400383141762454,12528,3558
54,059,"Mingo County, West Virginia",20.505085330115495,11602,2379
54,061,"Monongalia County, West Virginia",24.74931907596086,49565,12267
54,063,"Monroe County, West Virginia",30.623908556913797,6299,1929
54,065,"Morgan County, West Virginia",20.831514622435616,9164,1909
54,067,"Nicholas County, West Virginia",22.076990515661112,12547,2770
54,069,"Ohio County, West Virginia",55.56184812874605,21189,11773
54,071,"Pendleton County, West Virginia",27.229172211871173,3757,1023
54,073,"Pleasants County, West Virginia",33.312655086848636,3224,1074
54,075,"Pocahontas County, West Virginia",22.512635379061372,6925,1559
54,077,"Preston County, West Virginia",25.548599670510708,15175,3877
54,079,"Putnam County, West Virginia",15.85567425922193,24805,3933
54,081,"Raleigh County, West Virginia",31.99262417886366,34708,11104
54,083,"Randolph County, West Virginia",32.233231707317074,13120,4229
54,085,"Ritchie County, West Virginia",37.576614804337574,4242,1594
54,087,"Roane County, West Virginia",29.1747978812378,7174,2093
54,089,"Summers County, West Virginia",33.798120642618976,6598,2230
54,091,"Taylor County, West Virginia",34.779688339602366,7444,2589
54,093,"Tucker County, West Virginia",24.063032367972742,4696,1130
54,095,"Tyler County, West Virginia",40.69906631553747,4177,1700
54,097,"Upshur County, West Virginia",26.559158945117606,11224,2981
54,099,"Wayne County, West Virginia",30.77133479212254,18280,5625
54,101,"Webster County, West Virginia",35.68530207394049,4436,1583
54,103,"Wetzel County, West Virginia",46.874146874146874,7326,3434
54,105,"Wirt County, West Virginia",19.686474662777982,2743,540
54,107,"Wood County, West Virginia",38.188497530220666,40287,15385
54,109,"Wyoming County, West Virginia",28.74125874125874,10010,2877
21,001,"Adair County, Kentucky",15.030710395179048,8629,1297
21,003,"Allen County, Kentucky",15.827649669806215,9237,1462
21,005,"Anderson County, Kentucky",15.385380407757335,10055,1547
21,007,"Ballard County, Kentucky",24.393530997304584,3710,905
21,009,"Barren County, Kentucky",19.71498820813889,19929,3929
21,011,"Bath County, Kentucky",19.67783269265971,5463,1075
21,013,"Bell County, Kentucky",22.52879491146639,11634,2621
21,015,"Boone County, Kentucky",8.081432406852992,51773,4184
21,017,"Bourbon County, Kentucky",31.037880446682724,9134,2835
21,019,"Boyd County, Kentucky",31.280754196366985,21745,6802
21,021,"Boyle County, Kentucky",24.81249516740122,12933,3209
21,023,"Bracken County, Kentucky",33.636836628511965,3844,1293
21,025,"Breathitt County, Kentucky",10.8639341764437,6563,713
21,027,"Breckinridge County, Kentucky",11.030303030303031,10725,1183
21,029,"Bullitt County, Kentucky",8.364278322274304,32854,2748
21,031,"Butler County, Kentucky",15.480329368709972,5465,846
21,033,"Caldwell County, Kentucky",34.07747866053841,6092,2076
21,035,"Calloway County, Kentucky",16.504476449980537,17983,2968
21,037,"Campbell County, Kentucky",41.75328590377427,41465,17313
21,039,"Carlisle County, Kentucky",34.18655097613883,2305,788
21,041,"Carroll County, Kentucky",27.16577540106952,4675,1270
21,043,"Carter County, Kentucky",15.838027594089313,12249,1940
21,045,"Casey County, Kentucky",16.62154845695723,7388,1228
21,047,"Christian County, Kentucky",19.201995012468828,29273,5621
21,049,"Clark County, Kentucky",23.6560470151562,16165,3824
21,051,"Clay County, Kentucky",12.30590961761298,8630,1062
21,053,"Clinton County, Kentucky",21.325944170771756,4872,1039
21,055,"Crittenden County, Kentucky",26.243093922651934,4344,1140
21,057,"Cumberland County, Kentucky",13.145539906103288,3408,448
21,059,"Daviess County, Kentucky",26.11377967992351,43927,11471
21,061,"Edmonson County, Kentucky",10.298951322585694,6389,658
21,063,"Elliott County, Kentucky",12.140052356020943,3056,371
21,065,"Estill County, Kentucky",26.802164059072965,6839,1833
21,067,"Fayette County, Kentucky",18.52540230277768,146345,27111
21,069,"Fleming County, Kentucky",23.989338071968014,6753,1620
21,071,"Floyd County, Kentucky",22.131147540983605,17446,3861
