NAME,EMP,ESTAB,NAICS2017,state,county
"Accomack County, Virginia",375,91,81,51,001
"Albemarle County, Virginia",1497,260,81,51,003
"Alleghany County, Virginia",182,42,81,51,005
"Amelia County, Virginia",103,34,81,51,007
"Amherst County, Virginia",267,92,81,51,009
"Appomattox County, Virginia",203,51,81,51,011
"Arlington County, Virginia",13775,829,81,51,013
"Bath County, Virginia",65,14,81,51,017
"Bland County, Virginia",48,11,81,51,021
"Brunswick County, Virginia",74,25,81,51,025
"Buckingham County, Virginia",142,32,81,51,029
"Caroline County, Virginia",289,60,81,51,033
"Charles City County, Virginia",67,18,81,51,036
"Charlotte County, Virginia",61,25,81,51,037
"Craig County, Virginia",21,10,81,51,045
"Cumberland County, Virginia",39,9,81,51,049
"Dickenson County, Virginia",70,21,81,51,051
"Dinwiddie County, Virginia",188,45,81,51,053
"Floyd County, Virginia",174,48,81,51,063
"Gloucester County, Virginia",490,111,81,51,073
"Grayson County, Virginia",29,16,81,51,077
"Greene County, Virginia",118,37,81,51,079
"Greensville County, Virginia",29,6,81,51,081
"Highland County, Virginia",26,10,81,51,091
"James City County, Virginia",928,171,81,51,095
"King and Queen County, Virginia",35,17,81,51,097
"King George County, Virginia",197,61,81,51,099
"King William County, Virginia",155,51,81,51,101
"Lancaster County, Virginia",310,65,81,51,103
"Lee County, Virginia",50,21,81,51,105
"Louisa County, Virginia",282,74,81,51,109
"Lunenburg County, Virginia",45,26,81,51,111
"Madison County, Virginia",124,37,81,51,113
"Mathews County, Virginia",163,25,81,51,115
"Mecklenburg County, Virginia",388,103,81,51,117
"Montgomery County, Virginia",1170,225,81,51,121
"New Kent County, Virginia",210,48,81,51,127
"Northampton County, Virginia",95,34,81,51,131
"Nottoway County, Virginia",133,48,81,51,135
"Patrick County, Virginia",97,31,81,51,141
"Powhatan County, Virginia",418,92,81,51,145
"Prince Edward County, Virginia",219,58,81,51,147
"Prince William County, Virginia",5249,862,81,51,153
"Richmond County, Virginia",142,26,81,51,159
"Southampton County, Virginia",173,36,81,51,175
"Surry County, Virginia",39,11,81,51,181
"Sussex County, Virginia",68,26,81,51,183
"Wise County, Virginia",207,69,81,51,195
"Wythe County, Virginia",441,89,81,51,197
"York County, Virginia",1208,179,81,51,199
"Alexandria city, Virginia",10343,676,81,51,510
"Buena Vista city, Virginia",39,13,81,51,530
"Charlottesville city, Virginia",2161,227,81,51,540
"Colonial Heights city, Virginia",635,87,81,51,570
"Covington city, Virginia",128,38,81,51,580
"Franklin city, Virginia",154,36,81,51,620
"Galax city, Virginia",139,35,81,51,640
"Hopewell city, Virginia",304,62,81,51,670
"Lexington city, Virginia",247,41,81,51,678
"Manassas city, Virginia",1102,181,81,51,683
"Manassas Park city, Virginia",221,52,81,51,685
"Norton city, Virginia",49,15,81,51,720
"Petersburg city, Virginia",617,113,81,51,730
"Radford city, Virginia",171,41,81,51,750
"Williamsburg city, Virginia",522,57,81,51,830
"Virginia Beach city, Virginia",7216,1197,81,51,810
"Augusta County, Virginia",789,204,81,51,015
"Bedford County, Virginia",1168,236,81,51,019
"Botetourt County, Virginia",511,106,81,51,023
"Buchanan County, Virginia",173,39,81,51,027
"Campbell County, Virginia",930,159,81,51,031
"Carroll County, Virginia",231,62,81,51,035
"Chesterfield County, Virginia",4635,754,81,51,041
"Clarke County, Virginia",191,48,81,51,043
"Culpeper County, Virginia",876,138,81,51,047
"Essex County, Virginia",136,36,81,51,057
"Fairfax County, Virginia",20580,2764,81,51,059
"Fauquier County, Virginia",1443,231,81,51,061
"Fluvanna County, Virginia",251,45,81,51,065
"Franklin County, Virginia",565,152,81,51,067
"Frederick County, Virginia",1194,173,81,51,069
"Giles County, Virginia",212,48,81,51,071
"Goochland County, Virginia",513,71,81,51,075
"Halifax County, Virginia",334,87,81,51,083
"Hanover County, Virginia",2228,389,81,51,085
"Henry County, Virginia",526,126,81,51,089
"Isle of Wight County, Virginia",496,108,81,51,093
"Loudoun County, Virginia",6802,949,81,51,107
"Middlesex County, Virginia",177,42,81,51,119
"Nelson County, Virginia",267,38,81,51,125
"Northumberland County, Virginia",172,49,81,51,133
"Orange County, Virginia",512,87,81,51,137
"Page County, Virginia",177,60,81,51,139
"Pittsylvania County, Virginia",517,141,81,51,143
"Prince George County, Virginia",167,57,81,51,149
"Pulaski County, Virginia",415,86,81,51,155
"Rappahannock County, Virginia",63,25,81,51,157
"Roanoke County, Virginia",1256,236,81,51,161
"Rockbridge County, Virginia",201,54,81,51,163
"Rockingham County, Virginia",998,207,81,51,165
"Russell County, Virginia",145,47,81,51,167
"Scott County, Virginia",144,26,81,51,169
"Shenandoah County, Virginia",585,135,81,51,171
"Smyth County, Virginia",272,59,81,51,173
"Spotsylvania County, Virginia",1524,274,81,51,177
"Stafford County, Virginia",1957,313,81,51,179
"Tazewell County, Virginia",634,121,81,51,185
"Warren County, Virginia",581,104,81,51,187
"Washington County, Virginia",554,113,81,51,191
"Westmoreland County, Virginia",179,54,81,51,193
"Bristol city, Virginia",363,73,81,51,520
"Danville city, Virginia",818,154,81,51,590
"Emporia city, Virginia",131,27,81,51,595
"Fairfax city, Virginia",1139,188,81,51,600
"Falls Church city, Virginia",812,96,81,51,610
"Fredericksburg city, Virginia",1187,159,81,51,630
"Hampton city, Virginia",1832,270,81,51,650
"Harrisonburg city, Virginia",993,196,81,51,660
"Lynchburg city, Virginia",1598,275,81,51,680
"Martinsville city, Virginia",326,73,81,51,690
"Newport News city, Virginia",2651,453,81,51,700
"Norfolk city, Virginia",4363,621,81,51,710
"Poquoson city, Virginia",170,34,81,51,735
"Portsmouth city, Virginia",1646,226,81,51,740
"Richmond city, Virginia",7127,772,81,51,760
"Roanoke city, Virginia",2241,366,81,51,770
"Salem city, Virginia",845,135,81,51,775
"Staunton city, Virginia",543,121,81,51,790
"Suffolk city, Virginia",1396,244,81,51,800
"Waynesboro city, Virginia",520,92,81,51,820
"Winchester city, Virginia",766,140,81,51,840
"Chesapeake city, Virginia",4349,626,81,51,550
"Henrico County, Virginia",9159,1006,81,51,087
"Adams County, Pennsylvania",1396,267,81,42,001
"Allegheny County, Pennsylvania",26514,3775,81,42,003
"Armstrong County, Pennsylvania",844,209,81,42,005
"Beaver County, Pennsylvania",2227,453,81,42,007
"Bedford County, Pennsylvania",605,157,81,42,009
"Bradford County, Pennsylvania",618,177,81,42,015
"Cambria County, Pennsylvania",2313,454,81,42,021
"Cameron County, Pennsylvania",76,20,81,42,023
"Clearfield County, Pennsylvania",1799,276,81,42,033
"Clinton County, Pennsylvania",415,104,81,42,035
"Columbia County, Pennsylvania",754,189,81,42,037
"Fayette County, Pennsylvania",1436,344,81,42,051
"Forest County, Pennsylvania",21,10,81,42,053
"Greene County, Pennsylvania",421,99,81,42,059
"Huntingdon County, Pennsylvania",428,123,81,42,061
"Jefferson County, Pennsylvania",614,161,81,42,065
"Lycoming County, Pennsylvania",2332,347,81,42,081
"Montour County, Pennsylvania",332,61,81,42,093
"Perry County, Pennsylvania",480,126,81,42,099
"Pike County, Pennsylvania",893,127,81,42,103
"Snyder County, Pennsylvania",573,124,81,42,109
"Sullivan County, Pennsylvania",51,21,81,42,113
"Susquehanna County, Pennsylvania",376,102,81,42,115
"Tioga County, Pennsylvania",470,116,81,42,117
"Venango County, Pennsylvania",776,181,81,42,121
"Warren County, Pennsylvania",493,119,81,42,123
"Wyoming County, Pennsylvania",290,76,81,42,131
"Westmoreland County, Pennsylvania",5533,1088,81,42,129
"York County, Pennsylvania",7682,1206,81,42,133
"Berks County, Pennsylvania",6257,1076,81,42,011
"Blair County, Pennsylvania",2420,442,81,42,013
"Bucks County, Pennsylvania",11482,1843,81,42,017
"Butler County, Pennsylvania",3949,576,81,42,019
"Carbon County, Pennsylvania",548,162,81,42,025
"Centre County, Pennsylvania",2286,374,81,42,027
"Chester County, Pennsylvania",9804,1477,81,42,029
"Clarion County, Pennsylvania",648,125,81,42,031
"Crawford County, Pennsylvania",1183,255,81,42,039
"Cumberland County, Pennsylvania",5865,786,81,42,041
"Dauphin County, Pennsylvania",6794,981,81,42,043
"Delaware County, Pennsylvania",9141,1415,81,42,045
"Elk County, Pennsylvania",475,104,81,42,047
"Erie County, Pennsylvania",4578,780,81,42,049
"Franklin County, Pennsylvania",2353,483,81,42,055
"Fulton County, Pennsylvania",143,44,81,42,057
"Indiana County, Pennsylvania",1246,241,81,42,063
"Juniata County, Pennsylvania",389,87,81,42,067
"Lackawanna County, Pennsylvania",3224,555,81,42,069
"Lancaster County, Pennsylvania",11554,1745,81,42,071
"Lawrence County, Pennsylvania",1294,274,81,42,073
"Lebanon County, Pennsylvania",2065,410,81,42,075
"Lehigh County, Pennsylvania",6398,959,81,42,077
"Luzerne County, Pennsylvania",3798,789,81,42,079
"McKean County, Pennsylvania",523,138,81,42,083
"Mercer County, Pennsylvania",1636,344,81,42,085
"Mifflin County, Pennsylvania",563,129,81,42,087
