NAME,EMP,ESTAB,NAICS2017,state,county
"Accomack County, Virginia",291,30,52,51,001
"Albemarle County, Virginia",2183,193,52,51,003
"Alleghany County, Virginia",39,9,52,51,005
"Bedford County, Virginia",441,95,52,51,019
"Bland County, Virginia",11,3,52,51,021
"Clarke County, Virginia",93,9,52,51,043
"Craig County, Virginia",29,5,52,51,045
"Essex County, Virginia",108,18,52,51,057
"Floyd County, Virginia",54,11,52,51,063
"Highland County, Virginia",27,6,52,51,091
"Isle of Wight County, Virginia",197,32,52,51,093
"Lancaster County, Virginia",276,22,52,51,103
"Louisa County, Virginia",96,26,52,51,109
"Lunenburg County, Virginia",53,5,52,51,111
"Madison County, Virginia",30,8,52,51,113
"Mathews County, Virginia",18,5,52,51,115
"Mecklenburg County, Virginia",177,38,52,51,117
"Northampton County, Virginia",59,15,52,51,131
"Northumberland County, Virginia",55,14,52,51,133
"Russell County, Virginia",182,31,52,51,167
"Sussex County, Virginia",17,7,52,51,183
"Tazewell County, Virginia",519,72,52,51,185
"Buena Vista city, Virginia",20,5,52,51,530
"Charlottesville city, Virginia",792,113,52,51,540
"Danville city, Virginia",720,88,52,51,590
"Emporia city, Virginia",40,11,52,51,595
"Franklin city, Virginia",164,24,52,51,620
"Galax city, Virginia",122,25,52,51,640
"Lexington city, Virginia",118,21,52,51,678
"Manassas Park city, Virginia",16,7,52,51,685
"Poquoson city, Virginia",34,8,52,51,735
"Radford city, Virginia",132,20,52,51,750
"Amelia County, Virginia",28,7,52,51,007
"Amherst County, Virginia",104,22,52,51,009
"Appomattox County, Virginia",90,10,52,51,011
"Augusta County, Virginia",262,65,52,51,015
"Botetourt County, Virginia",203,43,52,51,023
"Brunswick County, Virginia",39,11,52,51,025
"Buchanan County, Virginia",144,21,52,51,027
"Buckingham County, Virginia",25,8,52,51,029
"Campbell County, Virginia",469,66,52,51,031
"Caroline County, Virginia",269,11,52,51,033
"Carroll County, Virginia",76,15,52,51,035
"Charles City County, Virginia",4,3,52,51,036
"Charlotte County, Virginia",54,14,52,51,037
"Culpeper County, Virginia",216,44,52,51,047
"Cumberland County, Virginia",10,4,52,51,049
"Dickenson County, Virginia",68,11,52,51,051
"Dinwiddie County, Virginia",91,13,52,51,053
"Fauquier County, Virginia",842,73,52,51,061
"Franklin County, Virginia",242,51,52,51,067
"Giles County, Virginia",67,10,52,51,071
"Goochland County, Virginia",5974,42,52,51,075
"Grayson County, Virginia",121,12,52,51,077
"Greene County, Virginia",57,15,52,51,079
"Halifax County, Virginia",175,39,52,51,083
"James City County, Virginia",708,117,52,51,095
