fips,NAME,population_2000,population_2022,population_growth_pct
13267,"Tattnall County, Georgia",22305,24309.0,8.98453261600538
13269,"Taylor County, Georgia",8815,7799.0,-11.525808281338627
13271,"Telfair County, Georgia",11794,12619.0,6.995082245209429
13273,"Terrell County, Georgia",10970,9004.0,-17.921604375569736
13275,"Thomas County, Georgia",42737,45665.0,6.851206214755365
13277,"Tift County, Georgia",38407,41247.0,7.394485380269222
13279,"Toombs County, Georgia",26067,26946.0,3.372079640925308
13281,"Towns County, Georgia",9319,12546.0,34.62817898916193
13283,"Treutlen County, Georgia",6854,6411.0,-6.463379048730668
13285,"Troup County, Georgia",58779,69527.0,18.2854420796543
13287,"Turner County, Georgia",9504,8894.0,-6.418350168350169
13289,"Twiggs County, Georgia",10590,7955.0,-24.881964117091595
13291,"Union County, Georgia",17289,24880.0,43.9065301636879
13293,"Upson County, Georgia",27597,27638.0,0.14856687321085624
13295,"Walker County, Georgia",61053,68065.0,11.485103107136423
13297,"Walton County, Georgia",60687,97752.0,61.0756834247862
13299,"Ware County, Georgia",35483,35917.0,1.2231209311501283
13301,"Warren County, Georgia",6336,5197.0,-17.976641414141415
13303,"Washington County, Georgia",21176,19975.0,-5.671514922553834
13305,"Wayne County, Georgia",26565,30277.0,13.973273103707887
13307,"Webster County, Georgia",2390,2354.0,-1.506276150627615
13309,"Wheeler County, Georgia",6179,7550.0,22.188056319792846
13311,"White County, Georgia",19944,28165.0,41.2204171680706
13313,"Whitfield County, Georgia",83525,103033.0,23.355881472612992
13315,"Wilcox County, Georgia",8577,8839.0,3.0546811239361085
13317,"Wilkes County, Georgia",10687,9610.0,-10.077664452138112
13319,"Wilkinson County, Georgia",10220,8852.0,-13.385518590998045
13321,"Worth County, Georgia",21967,20706.0,-5.740428825055766
21001,"Adair County, Kentucky",17244,18887.0,9.527951751333799
21003,"Allen County, Kentucky",17800,20773.0,16.702247191011235
21005,"Anderson County, Kentucky",19111,23839.0,24.73967871906232
21007,"Ballard County, Kentucky",8286,7742.0,-6.565290852039585
21009,"Barren County, Kentucky",38033,44511.0,17.03257697262903
21011,"Bath County, Kentucky",11085,12739.0,14.92106450157871
21013,"Bell County, Kentucky",30060,24248.0,-19.334664005322686
21015,"Boone County, Kentucky",85991,136150.0,58.3305229617053
21017,"Bourbon County, Kentucky",19360,20228.0,4.483471074380165
21019,"Boyd County, Kentucky",49752,48242.0,-3.035053867181219
21021,"Boyle County, Kentucky",27697,30613.0,10.52821605228003
21023,"Bracken County, Kentucky",8279,8420.0,1.7031042396424687
21025,"Breathitt County, Kentucky",16100,13580.0,-15.65217391304348
21027,"Breckinridge County, Kentucky",18648,20528.0,10.081510081510082
21029,"Bullitt County, Kentucky",61236,82482.0,34.69527728786988
21031,"Butler County, Kentucky",13010,12365.0,-4.9577248270561105
21033,"Caldwell County, Kentucky",13060,12635.0,-3.2542113323124044
21035,"Calloway County, Kentucky",34177,37345.0,9.269391696169938
21037,"Campbell County, Kentucky",88616,93122.0,5.084860521801931
21039,"Carlisle County, Kentucky",5351,4782.0,-10.633526443655391
21041,"Carroll County, Kentucky",10155,10842.0,6.765140324963072
21043,"Carter County, Kentucky",26889,26671.0,-0.8107404514857376
21045,"Casey County, Kentucky",15447,15942.0,3.2045057292678187
21047,"Christian County, Kentucky",72265,72766.0,0.6932816716252681
21049,"Clark County, Kentucky",33144,36897.0,11.32331643736423
21051,"Clay County, Kentucky",24556,20322.0,-17.242221860237823
21053,"Clinton County, Kentucky",9634,9295.0,-3.51878762715383
21055,"Crittenden County, Kentucky",9384,8979.0,-4.3158567774936065
21057,"Cumberland County, Kentucky",7147,5974.0,-16.41248076115853
21059,"Daviess County, Kentucky",91545,102916.0,12.421213610792506
21061,"Edmonson County, Kentucky",11644,12179.0,4.594641016832703
21063,"Elliott County, Kentucky",6748,7378.0,9.336099585062241
21065,"Estill County, Kentucky",15307,14138.0,-7.637028810348206
21067,"Fayette County, Kentucky",260512,321276.0,23.324837243581868
21069,"Fleming County, Kentucky",13792,15111.0,9.563515081206496
21071,"Floyd County, Kentucky",42441,35780.0,-15.694729153412974
21073,"Franklin County, Kentucky",47687,51475.0,7.94346467590748
21075,"Fulton County, Kentucky",7752,6480.0,-16.408668730650156
21077,"Gallatin County, Kentucky",7870,8720.0,10.800508259212197
21079,"Garrard County, Kentucky",14792,17175.0,16.11005949161709
21081,"Grant County, Kentucky",22384,25085.0,12.066654753395282
21083,"Graves County, Kentucky",37028,36701.0,-0.8831154801771632
21085,"Grayson County, Kentucky",24053,26465.0,10.027855153203342
21087,"Green County, Kentucky",11518,11198.0,-2.77826011460323
21089,"Greenup County, Kentucky",36891,35853.0,-2.8136943970074
21091,"Hancock County, Kentucky",8392,9058.0,7.936129647283127
21093,"Hardin County, Kentucky",94174,111005.0,17.872236498396585
21095,"Harlan County, Kentucky",33202,26589.0,-19.917474850912594
21097,"Harrison County, Kentucky",17983,18803.0,4.559862091975755
21099,"Hart County, Kentucky",17445,19345.0,10.891372886213816
21101,"Henderson County, Kentucky",44829,44770.0,-0.1316112337995494
21103,"Henry County, Kentucky",15060,15731.0,4.4555112881806105
21105,"Hickman County, Kentucky",5262,4491.0,-14.652223489167618
21107,"Hopkins County, Kentucky",46519,45223.0,-2.785958425589544
21109,"Jackson County, Kentucky",13495,13002.0,-3.6532048907002594
21111,"Jefferson County, Kentucky",693604,779232.0,12.345372864054994
21113,"Jessamine County, Kentucky",39041,53381.0,36.73061653133885
21115,"Johnson County, Kentucky",23445,22631.0,-3.4719556408615913
21117,"Kenton County, Kentucky",151464,169066.0,11.621243331748799
21119,"Knott County, Kentucky",17649,14282.0,-19.07756813417191
21121,"Knox County, Kentucky",31795,30207.0,-4.994495989935524
21123,"Larue County, Kentucky",13373,14902.0,11.43348538099155
21125,"Laurel County, Kentucky",52715,62442.0,18.45205349521009
21127,"Lawrence County, Kentucky",15569,16228.0,4.232770248570878
21129,"Lee County, Kentucky",7916,7338.0,-7.301667508842851
21131,"Leslie County, Kentucky",12401,10468.0,-15.587452624788323
21133,"Letcher County, Kentucky",25277,21490.0,-14.981999446136804
21135,"Lewis County, Kentucky",14092,13063.0,-7.302015327845586
21137,"Lincoln County, Kentucky",23361,24320.0,4.105132485766876
21139,"Livingston County, Kentucky",9804,8980.0,-8.404732762137902
21141,"Logan County, Kentucky",26573,27498.0,3.4809769314717944
21143,"Lyon County, Kentucky",8080,8721.0,7.933168316831683
21145,"McCracken County, Kentucky",65514,67573.0,3.142839698385078
21147,"McCreary County, Kentucky",17080,16892.0,-1.1007025761124123
21149,"McLean County, Kentucky",9938,9173.0,-7.6977259005836185
21151,"Madison County, Kentucky",70872,92955.0,31.158990856755842
21153,"Magoffin County, Kentucky",13332,11647.0,-12.638763876387637
21155,"Marion County, Kentucky",18212,19627.0,7.7696024599165385
21157,"Marshall County, Kentucky",30125,31706.0,5.248132780082988
21159,"Martin County, Kentucky",12578,11298.0,-10.176498648433775
21161,"Mason County, Kentucky",16800,17068.0,1.5952380952380953
21163,"Meade County, Kentucky",26349,29964.0,13.719685756575203
21165,"Menifee County, Kentucky",6556,6174.0,-5.826723611958511
21167,"Mercer County, Kentucky",20817,22662.0,8.862948551664505
21169,"Metcalfe County, Kentucky",10037,10313.0,2.7498256451130816
21171,"Monroe County, Kentucky",11756,11331.0,-3.6151752296699557
21173,"Montgomery County, Kentucky",22554,28188.0,24.98004788507582
21175,"Morgan County, Kentucky",13948,13840.0,-0.7743045597935188
21177,"Muhlenberg County, Kentucky",31839,30735.0,-3.4674455856025634
21179,"Nelson County, Kentucky",37477,46779.0,24.82055660805294
21181,"Nicholas County, Kentucky",6813,7613.0,11.74225744899457
21183,"Ohio County, Kentucky",22916,23782.0,3.7790190260080294
21185,"Oldham County, Kentucky",46178,67997.0,47.24977261899606
21187,"Owen County, Kentucky",10547,11229.0,6.466293732815019
21189,"Owsley County, Kentucky",4858,4054.0,-16.550020584602716
21191,"Pendleton County, Kentucky",14390,14638.0,1.7234190410006949
21193,"Perry County, Kentucky",29390,28136.0,-4.266757400476353
21195,"Pike County, Kentucky",68736,58196.0,-15.334031657355679
21197,"Powell County, Kentucky",13237,13089.0,-1.1180781143763692
21199,"Pulaski County, Kentucky",56217,65145.0,15.88131703932974
21201,"Robertson County, Kentucky",2266,2207.0,-2.6037069726390114
21203,"Rockcastle County, Kentucky",16582,16171.0,-2.4785912435170667
21205,"Rowan County, Kentucky",22094,24551.0,11.120666244229202
21207,"Russell County, Kentucky",16315,18021.0,10.456634998467667
21209,"Scott County, Kentucky",33061,57286.0,73.27364568524848
21211,"Shelby County, Kentucky",33337,48105.0,44.29912709601943
21213,"Simpson County, Kentucky",16405,19574.0,19.317281316671746
21215,"Spencer County, Kentucky",11766,19549.0,66.14822369539351
21217,"Taylor County, Kentucky",22927,26056.0,13.647664325903955
21219,"Todd County, Kentucky",11971,12281.0,2.5895915128226545
21221,"Trigg County, Kentucky",12597,14154.0,12.360085734698737
21223,"Trimble County, Kentucky",8125,8510.0,4.7384615384615385
21225,"Union County, Kentucky",15637,13495.0,-13.698279721174139
21227,"Warren County, Kentucky",92522,135307.0,46.24305570567
21229,"Washington County, Kentucky",10916,12025.0,10.159399047270062
21231,"Wayne County, Kentucky",19923,19666.0,-1.2899663705265272
21233,"Webster County, Kentucky",14120,12951.0,-8.279036827195467
21235,"Whitley County, Kentucky",35865,36648.0,2.1831869510664994
21237,"Wolfe County, Kentucky",7065,6573.0,-6.963906581740977
21239,"Woodford County, Kentucky",23208,26886.0,15.847983453981385
24001,"Allegany County, Maryland",74930,68161.0,-9.033764847190712
24003,"Anne Arundel County, Maryland",489656,588109.0,20.1065646086232
24005,"Baltimore County, Maryland",754292,850737.0,12.786162388040706
24009,"Calvert County, Maryland",74563,93244.0,25.053981197108488
24011,"Caroline County, Maryland",29772,33320.0,11.917237672981324
24013,"Carroll County, Maryland",150897,173225.0,14.796848181209699
24015,"Cecil County, Maryland",85951,103876.0,20.85490570208607
24017,"Charles County, Maryland",120546,167035.0,38.565360941051544
24019,"Dorchester County, Maryland",30674,32557.0,6.138749429484254
24021,"Frederick County, Maryland",195277,273829.0,40.22593546603031
24023,"Garrett County, Maryland",29846,28856.0,-3.31702740735777
24025,"Harford County, Maryland",218590,261059.0,19.428610640925932
24027,"Howard County, Maryland",247842,332011.0,33.96074918698203
24029,"Kent County, Maryland",19197,19289.0,0.4792415481585664
24031,"Montgomery County, Maryland",873341,1056910.0,21.019166625636494
24033,"Prince George's County, Maryland",801515,957189.0,19.422468699899564
24035,"Queen Anne's County, Maryland",40563,50316.0,24.04407957991273
24037,"St. Mary's County, Maryland",86211,113814.0,32.017955945297004
24039,"Somerset County, Maryland",24747,24672.0,-0.3030670384289005
24041,"Talbot County, Maryland",33812,37663.0,11.389447533420087
24043,"Washington County, Maryland",131923,154645.0,17.223683512351904
24045,"Wicomico County, Maryland",84644,103815.0,22.648976891451255
24047,"Worcester County, Maryland",46543,52827.0,13.501493242807728
24510,"Baltimore city, Maryland",651154,584548.0,-10.228916661803506
37001,"Alamance County, North Carolina",130800,171779.0,31.329510703363916
37003,"Alexander County, North Carolina",33603,36505.0,8.636133678540608
37005,"Alleghany County, North Carolina",10677,10989.0,2.9221691486372574
37007,"Anson County, North Carolina",25275,22200.0,-12.166172106824925
37009,"Ashe County, North Carolina",24384,26759.0,9.73999343832021
37011,"Avery County, North Carolina",17167,17679.0,2.9824663598765073
37013,"Beaufort County, North Carolina",44958,44711.0,-0.5494016637750789
37015,"Bertie County, North Carolina",19773,17818.0,-9.887219946391545
37017,"Bladen County, North Carolina",32278,29807.0,-7.6553689819691435
37019,"Brunswick County, North Carolina",73143,139721.0,91.02443159290704
37021,"Buncombe County, North Carolina",206330,269449.0,30.591285804294095
37023,"Burke County, North Carolina",89148,87799.0,-1.5132139812446719
37025,"Cabarrus County, North Carolina",131063,226396.0,72.73830142755774
37027,"Caldwell County, North Carolina",77415,80716.0,4.2640315184395785
37029,"Camden County, North Carolina",6885,10547.0,53.18809005083514
37031,"Carteret County, North Carolina",59383,68353.0,15.105333176161528
37033,"Caswell County, North Carolina",23501,22747.0,-3.2083741117399263
37035,"Catawba County, North Carolina",141685,161011.0,13.640117161308538
37037,"Chatham County, North Carolina",49329,76754.0,55.59609965740234
37039,"Cherokee County, North Carolina",24298,28868.0,18.808132356572557
37041,"Chowan County, North Carolina",14526,13835.0,-4.756987470742118
37043,"Clay County, North Carolina",8775,11186.0,27.475783475783476
37045,"Cleveland County, North Carolina",96287,99527.0,3.3649402307684317
37047,"Columbus County, North Carolina",54749,50827.0,-7.163601161665054
37049,"Craven County, North Carolina",91436,101098.0,10.566953934992782
37051,"Cumberland County, North Carolina",302963,335207.0,10.642883784488536
37053,"Currituck County, North Carolina",18190,28616.0,57.31720725673447
37055,"Dare County, North Carolina",29967,37160.0,24.003070043714754
37057,"Davidson County, North Carolina",147246,169498.0,15.112125286934788
37059,"Davie County, North Carolina",34835,43030.0,23.52519018228793
37061,"Duplin County, North Carolina",49063,49312.0,0.5075107514827875
37063,"Durham County, North Carolina",223314,325101.0,45.58021440662027
37065,"Edgecombe County, North Carolina",55606,49067.0,-11.759522353702838
37067,"Forsyth County, North Carolina",306067,383739.0,25.377450035449755
37069,"Franklin County, North Carolina",47260,69680.0,47.43969530258146
37071,"Gaston County, North Carolina",190365,228972.0,20.280513749901505
37073,"Gates County, North Carolina",10516,10509.0,-0.06656523392925066
37075,"Graham County, North Carolina",7993,8047.0,0.6755911422494684
37077,"Granville County, North Carolina",48498,61161.0,26.110355066188294
37079,"Greene County, North Carolina",18974,20407.0,7.552440181300728
37081,"Guilford County, North Carolina",421048,539557.0,28.14619710816819
37083,"Halifax County, North Carolina",57370,48772.0,-14.98692696531288
37085,"Harnett County, North Carolina",91025,134718.0,48.00109859928591
37087,"Haywood County, North Carolina",54033,62152.0,15.026002628023615
37089,"Henderson County, North Carolina",89173,116469.0,30.610162268848196
37091,"Hertford County, North Carolina",22601,21633.0,-4.282996327596124
37093,"Hoke County, North Carolina",33646,52612.0,56.369256375200614
37095,"Hyde County, North Carolina",5826,4636.0,-20.425677995193958
37097,"Iredell County, North Carolina",122660,187839.0,53.13794227947171
37099,"Jackson County, North Carolina",33121,42388.0,27.97922768032366
37101,"Johnston County, North Carolina",121965,219042.0,79.59414586151765
37103,"Jones County, North Carolina",10381,9263.0,-10.769675368461613
37105,"Lee County, North Carolina",49040,63560.0,29.608482871125613
37107,"Lenoir County, North Carolina",59648,55071.0,-7.673350321888411
37109,"Lincoln County, North Carolina",63780,87933.0,37.8692380056444
37111,"McDowell County, North Carolina",42151,44629.0,5.878864083888876
37113,"Macon County, North Carolina",29811,37088.0,24.410452517527087
37115,"Madison County, North Carolina",19635,21414.0,9.06035141329259
37117,"Martin County, North Carolina",25593,21992.0,-14.07025358496464
37119,"Mecklenburg County, North Carolina",695454,1115403.0,60.38487089009481
37121,"Mitchell County, North Carolina",15687,14989.0,-4.449544208580353
37123,"Montgomery County, North Carolina",26822,25839.0,-3.664901946163597
37125,"Moore County, North Carolina",74769,100759.0,34.76039535101446
37127,"Nash County, North Carolina",87420,95015.0,8.687943262411348
37129,"New Hanover County, North Carolina",160307,228134.0,42.310691360951175
37131,"Northampton County, North Carolina",22086,17528.0,-20.637507923571494
37133,"Onslow County, North Carolina",150355,203686.0,35.47005420504805
37135,"Orange County, North Carolina",118227,145919.0,23.422737614927218
37137,"Pamlico County, North Carolina",12934,12317.0,-4.770372661203031
37139,"Pasquotank County, North Carolina",34897,40454.0,15.924004928790442
37141,"Pender County, North Carolina",41082,61592.0,49.92454116157928
37143,"Perquimans County, North Carolina",11368,13053.0,14.822308233638282
37145,"Person County, North Carolina",35623,39131.0,9.847570389916626
37147,"Pitt County, North Carolina",133798,171196.0,27.951090449782505
37149,"Polk County, North Carolina",18324,19538.0,6.625191006330495
37151,"Randolph County, North Carolina",130454,144403.0,10.692657948395604
37153,"Richmond County, North Carolina",46564,43149.0,-7.333991925092347
37155,"Robeson County, North Carolina",123339,117573.0,-4.674920341497823
37157,"Rockingham County, North Carolina",91928,91209.0,-0.7821338438778174
37159,"Rowan County, North Carolina",130340,147067.0,12.833358907472764
37161,"Rutherford County, North Carolina",62899,64680.0,2.831523553633603
37163,"Sampson County, North Carolina",60161,59317.0,-1.4029022123967354
37165,"Scotland County, North Carolina",35998,34222.0,-4.933607422634591
37167,"Stanly County, North Carolina",58100,62723.0,7.956970740103269
37169,"Stokes County, North Carolina",44711,44696.0,-0.033548791125226456
37171,"Surry County, North Carolina",71219,71429.0,0.29486513430404804
37173,"Swain County, North Carolina",12968,14130.0,8.960518198642813
37175,"Transylvania County, North Carolina",29334,33131.0,12.944023999454558
37177,"Tyrrell County, North Carolina",4149,3389.0,-18.317666907688597
37179,"Union County, North Carolina",123677,240109.0,94.14199891653257
37181,"Vance County, North Carolina",42954,42492.0,-1.0755692135773152
37183,"Wake County, North Carolina",627846,1132103.0,80.31539581362308
37185,"Warren County, North Carolina",19972,18803.0,-5.8531944722611655
37187,"Washington County, North Carolina",13723,11051.0,-19.470961160096188
37189,"Watauga County, North Carolina",42695,54540.0,27.74329546785338
37191,"Wayne County, North Carolina",113329,117480.0,3.6627871065658395
37193,"Wilkes County, North Carolina",65632,66125.0,0.7511579717211117
37195,"Wilson County, North Carolina",73814,78667.0,6.574633538353158
37197,"Yadkin County, North Carolina",36348,37280.0,2.564102564102564
37199,"Yancey County, North Carolina",17774,18538.0,4.2984134128502305
42001,"Adams County, Pennsylvania",91292,104604.0,14.581781536169652
42003,"Allegheny County, Pennsylvania",1281666,1245310.0,-2.836620461180994
42005,"Armstrong County, Pennsylvania",72392,65538.0,-9.467897005193944
42007,"Beaver County, Pennsylvania",181412,167629.0,-7.5976230899830215
42009,"Bedford County, Pennsylvania",49984,47613.0,-4.743517925736236
42011,"Berks County, Pennsylvania",373638,428483.0,14.678646176245458
42013,"Blair County, Pennsylvania",129144,122640.0,-5.036238617357369
42015,"Bradford County, Pennsylvania",62761,60159.0,-4.14588677682
42017,"Bucks County, Pennsylvania",597635,645163.0,7.952680147581718
42019,"Butler County, Pennsylvania",174083,194562.0,11.763928700677264
42021,"Cambria County, Pennsylvania",152598,133263.0,-12.67054614084064
42023,"Cameron County, Pennsylvania",5974,4536.0,-24.07097422162705
42025,"Carbon County, Pennsylvania",58802,65018.0,10.571069011258121
42027,"Centre County, Pennsylvania",135758,158665.0,16.87340709203141
42029,"Chester County, Pennsylvania",433501,536474.0,23.753809103093186
42031,"Clarion County, Pennsylvania",41765,37489.0,-10.238237758889023
42033,"Clearfield County, Pennsylvania",83382,79707.0,-4.407426063179103
42035,"Clinton County, Pennsylvania",37914,37860.0,-0.1424275993036873
42037,"Columbia County, Pennsylvania",64151,64924.0,1.2049695250268897
42039,"Crawford County, Pennsylvania",90366,83876.0,-7.181904698669854
42041,"Cumberland County, Pennsylvania",213674,261269.0,22.274586519651432
42043,"Dauphin County, Pennsylvania",251798,286108.0,13.626001795089715
42045,"Delaware County, Pennsylvania",550864,575312.0,4.438119027563972
42047,"Elk County, Pennsylvania",35112,30886.0,-12.035771246297562
42049,"Erie County, Pennsylvania",280843,270495.0,-3.684620944798339
42051,"Fayette County, Pennsylvania",148644,128417.0,-13.607680094722962
