NAME,EMP,ESTAB,NAICS2017,state,county
"Accomack County, Virginia",266,72,23,51,001
"Albemarle County, Virginia",2293,281,23,51,003
"Alleghany County, Virginia",104,23,23,51,005
"Amelia County, Virginia",477,69,23,51,007
"Amherst County, Virginia",485,83,23,51,009
"Appomattox County, Virginia",246,45,23,51,011
"Arlington County, Virginia",1565,214,23,51,013
"Augusta County, Virginia",1912,275,23,51,015
"Bath County, Virginia",114,17,23,51,017
"Bland County, Virginia",21,6,23,51,021
"Botetourt County, Virginia",1419,127,23,51,023
"Brunswick County, Virginia",143,26,23,51,025
"Caroline County, Virginia",305,58,23,51,033
"Carroll County, Virginia",142,36,23,51,035
"Charles City County, Virginia",366,27,23,51,036
"Culpeper County, Virginia",1204,157,23,51,047
"Cumberland County, Virginia",109,37,23,51,049
"Dickenson County, Virginia",135,15,23,51,051
"Dinwiddie County, Virginia",394,65,23,51,053
"Essex County, Virginia",72,29,23,51,057
"Fauquier County, Virginia",2826,360,23,51,061
"Fluvanna County, Virginia",730,98,23,51,065
"Franklin County, Virginia",1324,232,23,51,067
"Giles County, Virginia",390,29,23,51,071
"Gloucester County, Virginia",629,150,23,51,073
"Grayson County, Virginia",31,18,23,51,077
"Greene County, Virginia",314,77,23,51,079
"Greensville County, Virginia",31,10,23,51,081
"Halifax County, Virginia",505,67,23,51,083
"Hanover County, Virginia",5045,567,23,51,085
"Henrico County, Virginia",8476,672,23,51,087
"Isle of Wight County, Virginia",529,103,23,51,093
"King and Queen County, Virginia",125,24,23,51,097
"King George County, Virginia",418,66,23,51,099
"Lee County, Virginia",147,14,23,51,105
"Loudoun County, Virginia",14266,911,23,51,107
"Louisa County, Virginia",883,119,23,51,109
"Lunenburg County, Virginia",119,22,23,51,111
"Mathews County, Virginia",112,33,23,51,115
"Mecklenburg County, Virginia",385,84,23,51,117
"Middlesex County, Virginia",213,49,23,51,119
"Nelson County, Virginia",203,64,23,51,125
"Nottoway County, Virginia",95,27,23,51,135
"Orange County, Virginia",600,118,23,51,137
"Page County, Virginia",260,57,23,51,139
"Powhatan County, Virginia",1594,203,23,51,145
"Prince George County, Virginia",530,61,23,51,149
"Pulaski County, Virginia",287,54,23,51,155
"Richmond County, Virginia",125,26,23,51,159
"Roanoke County, Virginia",976,189,23,51,161
"Rockingham County, Virginia",3024,303,23,51,165
"Scott County, Virginia",72,13,23,51,169
"Smyth County, Virginia",442,32,23,51,173
"Spotsylvania County, Virginia",2330,378,23,51,177
"Stafford County, Virginia",2851,393,23,51,179
"Surry County, Virginia",69,11,23,51,181
"Tazewell County, Virginia",676,69,23,51,185
"Warren County, Virginia",656,143,23,51,187
"Washington County, Virginia",582,129,23,51,191
"Wise County, Virginia",278,43,23,51,195
"Wythe County, Virginia",371,48,23,51,197
"Alexandria city, Virginia",1788,161,23,51,510
"Bristol city, Virginia",120,13,23,51,520
"Buena Vista city, Virginia",10,6,23,51,530
"Charlottesville city, Virginia",1633,105,23,51,540
"Chesapeake city, Virginia",9235,748,23,51,550
"Colonial Heights city, Virginia",154,33,23,51,570
"Danville city, Virginia",373,54,23,51,590
"Emporia city, Virginia",49,5,23,51,595
"Fairfax city, Virginia",469,81,23,51,600
"Franklin city, Virginia",40,6,23,51,620
"Galax city, Virginia",71,8,23,51,640
"Hampton city, Virginia",1793,213,23,51,650
"Harrisonburg city, Virginia",1108,107,23,51,660
"Hopewell city, Virginia",418,31,23,51,670
"Lynchburg city, Virginia",1767,131,23,51,680
"Manassas Park city, Virginia",1303,105,23,51,685
"Martinsville city, Virginia",100,14,23,51,690
"Norfolk city, Virginia",3843,349,23,51,710
"Norton city, Virginia",64,4,23,51,720
"Poquoson city, Virginia",215,46,23,51,735
"Portsmouth city, Virginia",1954,151,23,51,740
"Radford city, Virginia",77,12,23,51,750
"Roanoke city, Virginia",3200,198,23,51,770
"Salem city, Virginia",792,64,23,51,775
"Staunton city, Virginia",228,37,23,51,790
"Suffolk city, Virginia",1353,165,23,51,800
"Virginia Beach city, Virginia",9606,1248,23,51,810
"Williamsburg city, Virginia",68,17,23,51,830
"Winchester city, Virginia",419,71,23,51,840
"Bedford County, Virginia",1146,292,23,51,019
"Buchanan County, Virginia",125,22,23,51,027
"Buckingham County, Virginia",161,56,23,51,029
"Campbell County, Virginia",2069,189,23,51,031
"Charlotte County, Virginia",55,16,23,51,037
"Chesterfield County, Virginia",10665,1035,23,51,041
"Clarke County, Virginia",383,65,23,51,043
"Craig County, Virginia",34,13,23,51,045
