NAME,EMP,ESTAB,NAICS2017,state,county
"Albemarle County, Virginia",414,21,55,51,003
"Arlington County, Virginia",4163,44,55,51,013
"Winchester city, Virginia",1181,3,55,51,840
"Buckingham County, Virginia",22,3,55,51,029
"Martinsville city, Virginia",110,3,55,51,690
"Petersburg city, Virginia",27,3,55,51,730
"Waynesboro city, Virginia",168,7,55,51,820
"Botetourt County, Virginia",16,5,55,51,023
"Frederick County, Virginia",768,9,55,51,069
"Tazewell County, Virginia",12,3,55,51,185
"Fairfax city, Virginia",391,7,55,51,600
"Manassas city, Virginia",158,7,55,51,683
"Portsmouth city, Virginia",83,3,55,51,740
"Suffolk city, Virginia",34,3,55,51,800
"Campbell County, Virginia",543,6,55,51,031
"Chesterfield County, Virginia",1485,45,55,51,041
"Fairfax County, Virginia",22232,321,55,51,059
"Fluvanna County, Virginia",3,3,55,51,065
"Franklin County, Virginia",17,3,55,51,067
"Goochland County, Virginia",6050,4,55,51,075
"Hanover County, Virginia",1732,16,55,51,085
"Henrico County, Virginia",7425,117,55,51,087
"Isle of Wight County, Virginia",321,3,55,51,093
"James City County, Virginia",28,9,55,51,095
"Loudoun County, Virginia",4351,50,55,51,107
"Montgomery County, Virginia",27,7,55,51,121
"Powhatan County, Virginia",2,3,55,51,145
"Prince Edward County, Virginia",95,3,55,51,147
"Prince William County, Virginia",800,38,55,51,153
"Roanoke County, Virginia",554,19,55,51,161
"Rockingham County, Virginia",1116,8,55,51,165
"Russell County, Virginia",36,4,55,51,167
"Spotsylvania County, Virginia",665,10,55,51,177
"Stafford County, Virginia",44,7,55,51,179
"Washington County, Virginia",825,3,55,51,191
"York County, Virginia",115,14,55,51,199
"Alexandria city, Virginia",505,32,55,51,510
"Charlottesville city, Virginia",124,7,55,51,540
"Chesapeake city, Virginia",2480,37,55,51,550
"Danville city, Virginia",354,7,55,51,590
"Falls Church city, Virginia",48,6,55,51,610
"Fredericksburg city, Virginia",301,4,55,51,630
"Hampton city, Virginia",82,10,55,51,650
"Harrisonburg city, Virginia",195,5,55,51,660
"Lynchburg city, Virginia",245,22,55,51,680
"Newport News city, Virginia",5895,17,55,51,700
"Norfolk city, Virginia",1674,40,55,51,710
"Richmond city, Virginia",3953,53,55,51,760
"Roanoke city, Virginia",4306,48,55,51,770
"Salem city, Virginia",7,3,55,51,775
"Staunton city, Virginia",366,6,55,51,790
"Virginia Beach city, Virginia",2623,64,55,51,810
"Williamsburg city, Virginia",68,5,55,51,830
"Adams County, Pennsylvania",382,16,55,42,001
"Allegheny County, Pennsylvania",45675,401,55,42,003
"Greene County, Pennsylvania",10,3,55,42,059
"Jefferson County, Pennsylvania",813,9,55,42,065
"Lawrence County, Pennsylvania",171,6,55,42,073
"McKean County, Pennsylvania",81,4,55,42,083
"Somerset County, Pennsylvania",92,5,55,42,111
"Armstrong County, Pennsylvania",188,12,55,42,005
"Beaver County, Pennsylvania",141,9,55,42,007
"Bedford County, Pennsylvania",161,3,55,42,009
"Bradford County, Pennsylvania",681,3,55,42,015
"Carbon County, Pennsylvania",29,3,55,42,025
"Columbia County, Pennsylvania",211,4,55,42,037
"Elk County, Pennsylvania",28,4,55,42,047
"Indiana County, Pennsylvania",376,10,55,42,063
"Mercer County, Pennsylvania",896,17,55,42,085
"Montour County, Pennsylvania",404,8,55,42,093
"Northumberland County, Pennsylvania",876,4,55,42,097
"Pike County, Pennsylvania",75,4,55,42,103
"Snyder County, Pennsylvania",267,3,55,42,109
"Union County, Pennsylvania",182,7,55,42,119
"Venango County, Pennsylvania",103,4,55,42,121
"Warren County, Pennsylvania",89,5,55,42,123
"Crawford County, Pennsylvania",46,5,55,42,039
"Lebanon County, Pennsylvania",603,15,55,42,075
"Wyoming County, Pennsylvania",2227,4,55,42,131
"York County, Pennsylvania",3943,75,55,42,133
"Berks County, Pennsylvania",4139,58,55,42,011
"Blair County, Pennsylvania",1740,19,55,42,013
"Bucks County, Pennsylvania",2505,103,55,42,017
"Butler County, Pennsylvania",3205,46,55,42,019
"Cambria County, Pennsylvania",355,15,55,42,021
"Centre County, Pennsylvania",375,18,55,42,027
"Chester County, Pennsylvania",13781,173,55,42,029
"Clearfield County, Pennsylvania",276,9,55,42,033
"Cumberland County, Pennsylvania",5133,92,55,42,041
"Dauphin County, Pennsylvania",8622,72,55,42,043
"Delaware County, Pennsylvania",7147,85,55,42,045
"Erie County, Pennsylvania",924,32,55,42,049
"Fayette County, Pennsylvania",37,4,55,42,051
"Franklin County, Pennsylvania",736,10,55,42,055
"Lackawanna County, Pennsylvania",1427,33,55,42,069
"Lancaster County, Pennsylvania",5730,98,55,42,071
"Lehigh County, Pennsylvania",5528,87,55,42,077
"Luzerne County, Pennsylvania",821,35,55,42,079
"Lycoming County, Pennsylvania",171,17,55,42,081
"Monroe County, Pennsylvania",140,12,55,42,089
"Montgomery County, Pennsylvania",30808,254,55,42,091
"Northampton County, Pennsylvania",1999,38,55,42,095
"Philadelphia County, Pennsylvania",14914,155,55,42,101
"Schuylkill County, Pennsylvania",530,17,55,42,107
"Washington County, Pennsylvania",2912,40,55,42,125
"Wayne County, Pennsylvania",65,3,55,42,127
"Westmoreland County, Pennsylvania",4521,52,55,42,129
"Anne Arundel County, Maryland",3842,88,55,24,003
"Baltimore County, Maryland",10053,127,55,24,005
"Calvert County, Maryland",40,7,55,24,009
"Caroline County, Maryland",181,3,55,24,011
"Garrett County, Maryland",265,4,55,24,023
"Kent County, Maryland",58,3,55,24,029
"Talbot County, Maryland",51,6,55,24,041
"Washington County, Maryland",410,18,55,24,043
"St. Mary's County, Maryland",255,11,55,24,037
"Wicomico County, Maryland",554,13,55,24,045
"Baltimore city, Maryland",12941,88,55,24,510
"Carroll County, Maryland",336,17,55,24,013
"Charles County, Maryland",502,9,55,24,017
"Frederick County, Maryland",1805,54,55,24,021
"Harford County, Maryland",277,26,55,24,025
"Howard County, Maryland",4929,95,55,24,027
"Montgomery County, Maryland",13066,602,55,24,031
"Prince George's County, Maryland",3115,83,55,24,033
"Kent County, Delaware",79,21,55,10,001
"New Castle County, Delaware",6147,511,55,10,003
"Sussex County, Delaware",339,25,55,10,005
"Barbour County, West Virginia",40,4,55,54,001
"Berkeley County, West Virginia",42,9,55,54,003
"Fayette County, West Virginia",26,3,55,54,019
"Marshall County, West Virginia",241,9,55,54,051
"Boone County, West Virginia",7,3,55,54,005
"Cabell County, West Virginia",126,15,55,54,011
"Mercer County, West Virginia",38,4,55,54,055
"Randolph County, West Virginia",36,3,55,54,083
"Wayne County, West Virginia",128,5,55,54,099
"Monongalia County, West Virginia",677,20,55,54,061
"Raleigh County, West Virginia",139,17,55,54,081
"Wood County, West Virginia",890,15,55,54,107
"Harrison County, West Virginia",25,4,55,54,033
"Jefferson County, West Virginia",4,5,55,54,037
"Kanawha County, West Virginia",1102,42,55,54,039
"Ohio County, West Virginia",331,16,55,54,069
"Putnam County, West Virginia",100,15,55,54,079
"Boone County, Kentucky",2239,28,55,21,015
"Bourbon County, Kentucky",47,3,55,21,017
"Boyd County, Kentucky",202,13,55,21,019
"Breathitt County, Kentucky",30,3,55,21,025
"Lawrence County, Kentucky",253,4,55,21,127
"Martin County, Kentucky",41,3,55,21,159
"Campbell County, Kentucky",744,9,55,21,037
