NAME,EMP,ESTAB,NAICS2017,state,county
"Accomack County, Virginia",392,40,54,51,001
"Albemarle County, Virginia",4791,415,54,51,003
"Alleghany County, Virginia",33,13,54,51,005
"Amelia County, Virginia",65,16,54,51,007
"Bath County, Virginia",19,10,54,51,017
"Brunswick County, Virginia",46,16,54,51,025
"Buckingham County, Virginia",66,11,54,51,029
"Charlotte County, Virginia",30,6,54,51,037
"Clarke County, Virginia",115,44,54,51,043
"Craig County, Virginia",12,8,54,51,045
"Culpeper County, Virginia",647,101,54,51,047
"Cumberland County, Virginia",21,6,54,51,049
"Dickenson County, Virginia",367,15,54,51,051
"Giles County, Virginia",262,17,54,51,071
"Goochland County, Virginia",306,82,54,51,075
"Grayson County, Virginia",10,9,54,51,077
"Henry County, Virginia",349,28,54,51,089
"Highland County, Virginia",21,8,54,51,091
"King William County, Virginia",102,34,54,51,101
"Lancaster County, Virginia",452,44,54,51,103
"Lee County, Virginia",75,21,54,51,105
"Lunenburg County, Virginia",35,7,54,51,111
"Mecklenburg County, Virginia",281,40,54,51,117
"Middlesex County, Virginia",64,18,54,51,119
"Orange County, Virginia",233,61,54,51,137
"Page County, Virginia",261,33,54,51,139
"Patrick County, Virginia",59,16,54,51,141
"Pittsylvania County, Virginia",204,45,54,51,143
"Pulaski County, Virginia",174,43,54,51,155
"Richmond County, Virginia",45,11,54,51,159
"Russell County, Virginia",787,34,54,51,167
"Scott County, Virginia",124,21,54,51,169
"Shenandoah County, Virginia",497,58,54,51,171
"Southampton County, Virginia",62,12,54,51,175
"Surry County, Virginia",25,7,54,51,181
"Sussex County, Virginia",10,3,54,51,183
"Tazewell County, Virginia",290,57,54,51,185
"Warren County, Virginia",334,89,54,51,187
"Washington County, Virginia",384,85,54,51,191
"Buena Vista city, Virginia",25,7,54,51,530
"Emporia city, Virginia",52,13,54,51,595
"Falls Church city, Virginia",2308,171,54,51,610
"Franklin city, Virginia",74,13,54,51,620
"Fredericksburg city, Virginia",1466,177,54,51,630
"Galax city, Virginia",107,21,54,51,640
"Lexington city, Virginia",111,27,54,51,678
"Norton city, Virginia",104,10,54,51,720
"Salem city, Virginia",613,71,54,51,775
"Winchester city, Virginia",871,132,54,51,840
"Amherst County, Virginia",192,36,54,51,009
"Appomattox County, Virginia",37,15,54,51,011
"Arlington County, Virginia",52134,1854,54,51,013
"Augusta County, Virginia",414,81,54,51,015
"Bedford County, Virginia",719,179,54,51,019
"Botetourt County, Virginia",218,67,54,51,023
"Buchanan County, Virginia",144,27,54,51,027
"Campbell County, Virginia",843,105,54,51,031
"Caroline County, Virginia",146,34,54,51,033
"Carroll County, Virginia",113,30,54,51,035
"Charles City County, Virginia",26,8,54,51,036
"Chesterfield County, Virginia",9754,918,54,51,041
"Dinwiddie County, Virginia",48,16,54,51,053
"Essex County, Virginia",86,22,54,51,057
"Fauquier County, Virginia",2355,302,54,51,061
"Floyd County, Virginia",65,26,54,51,063
"Fluvanna County, Virginia",78,33,54,51,065
"Franklin County, Virginia",347,85,54,51,067
"Frederick County, Virginia",1806,132,54,51,069
"Gloucester County, Virginia",312,63,54,51,073
"Greene County, Virginia",172,32,54,51,079
"Halifax County, Virginia",175,44,54,51,083
"Hanover County, Virginia",1761,292,54,51,085
"King and Queen County, Virginia",72,10,54,51,097
"King George County, Virginia",1828,113,54,51,099
"Loudoun County, Virginia",35121,3584,54,51,107
"Louisa County, Virginia",171,57,54,51,109
"Madison County, Virginia",79,23,54,51,113
"Mathews County, Virginia",36,17,54,51,115
"Nelson County, Virginia",185,37,54,51,125
"New Kent County, Virginia",130,37,54,51,127
"Northampton County, Virginia",77,22,54,51,131
"Northumberland County, Virginia",55,24,54,51,133
"Nottoway County, Virginia",94,21,54,51,135
"Powhatan County, Virginia",415,63,54,51,145
"Prince Edward County, Virginia",213,26,54,51,147
"Prince George County, Virginia",668,48,54,51,149
"Rappahannock County, Virginia",66,29,54,51,157
"Rockbridge County, Virginia",154,27,54,51,163
"Smyth County, Virginia",184,35,54,51,173
