fips,NAME,total_16_plus,in_labor_force,labor_force_participation_rate
10003,"New Castle County, Delaware",463864,306513,66.07820395633203
10005,"Sussex County, Delaware",201972,109570,54.250094072445684
54001,"Barbour County, West Virginia",12783,6375,49.87092231870453
54003,"Berkeley County, West Virginia",98259,65214,66.36949287088206
54005,"Boone County, West Virginia",17800,7873,44.23033707865169
54007,"Braxton County, West Virginia",10487,4471,42.63373700772385
54009,"Brooke County, West Virginia",18917,10207,53.95675847121637
54011,"Cabell County, West Virginia",77413,42944,55.47388681487605
54013,"Calhoun County, West Virginia",5178,2196,42.41019698725377
54015,"Clay County, West Virginia",6502,2897,44.555521378037525
54017,"Doddridge County, West Virginia",6883,3125,45.40171436873457
54019,"Fayette County, West Virginia",33244,15349,46.17073757670557
54021,"Gilmer County, West Virginia",6380,2548,39.93730407523511
54023,"Grant County, West Virginia",9255,5339,57.68773635872502
54025,"Greenbrier County, West Virginia",27397,14025,51.19173632149505
54027,"Hampshire County, West Virginia",19459,9561,49.13407677681278
54029,"Hancock County, West Virginia",24211,13721,56.672586840692254
54031,"Hardy County, West Virginia",11694,6712,57.39695570377972
54033,"Harrison County, West Virginia",53216,30447,57.213995790739624
54035,"Jackson County, West Virginia",22546,10562,46.84644726337266
54037,"Jefferson County, West Virginia",47150,29868,63.346765641569455
54039,"Kanawha County, West Virginia",148335,81791,55.139380456399365
54041,"Lewis County, West Virginia",13771,7234,52.53068041536563
54043,"Lincoln County, West Virginia",16393,7045,42.97566034282926
54045,"Logan County, West Virginia",26593,10981,41.29282141917046
54047,"McDowell County, West Virginia",15466,3897,25.197206776154147
54049,"Marion County, West Virginia",46213,27182,58.81894704953152
54051,"Marshall County, West Virginia",25536,13683,53.58317669172933
54053,"Mason County, West Virginia",20878,9721,46.56097327330204
54055,"Mercer County, West Virginia",48586,24161,49.72831679907792
54057,"Mineral County, West Virginia",22399,12451,55.58730300459842
54059,"Mingo County, West Virginia",19054,7161,37.582659808963996
54061,"Monongalia County, West Virginia",91078,57830,63.49502624124377
54063,"Monroe County, West Virginia",10244,5183,50.59547051932839
54065,"Morgan County, West Virginia",14638,8223,56.175707063806534
54067,"Nicholas County, West Virginia",20367,9825,48.23979967594638
54069,"Ohio County, West Virginia",35059,19881,56.70726489631763
54071,"Pendleton County, West Virginia",5174,2666,51.52686509470429
54073,"Pleasants County, West Virginia",6376,3314,51.97616060225847
54075,"Pocahontas County, West Virginia",6694,2796,41.76874813265611
54077,"Preston County, West Virginia",28700,14442,50.3205574912892
54079,"Putnam County, West Virginia",46381,27180,58.601582544576445
54081,"Raleigh County, West Virginia",60323,28996,48.06790113223812
54083,"Randolph County, West Virginia",23459,11486,48.962018841382836
54085,"Ritchie County, West Virginia",7008,2993,42.70833333333333
54087,"Roane County, West Virginia",11573,4723,40.810507215069556
54089,"Summers County, West Virginia",10289,3836,37.282534745845076
54091,"Taylor County, West Virginia",13603,7372,54.1939278100419
54093,"Tucker County, West Virginia",5934,3211,54.111897539602296
54095,"Tyler County, West Virginia",6935,3164,45.623648161499645
54097,"Upshur County, West Virginia",19447,10151,52.19828251144135
54099,"Wayne County, West Virginia",32139,15012,46.709605152618316
54101,"Webster County, West Virginia",6928,3003,43.34584295612009
54103,"Wetzel County, West Virginia",11807,5447,46.133649529939866
54105,"Wirt County, West Virginia",4271,2066,48.372746429407634
54107,"Wood County, West Virginia",68827,38007,55.22106150202683
54109,"Wyoming County, West Virginia",17586,6564,37.3251450017059
21001,"Adair County, Kentucky",15548,8382,53.91047080010291
21003,"Allen County, Kentucky",16412,9617,58.59736777967341
21005,"Anderson County, Kentucky",19015,11512,60.54167762292927
21007,"Ballard County, Kentucky",6428,3432,53.391412570006224
21009,"Barren County, Kentucky",35457,19678,55.498209098344475
21011,"Bath County, Kentucky",9822,5006,50.96721645286092
21013,"Bell County, Kentucky",19663,8047,40.924579158826226
21015,"Boone County, Kentucky",104952,72633,69.20592270752344
21017,"Bourbon County, Kentucky",16156,9627,59.587769249814315
21019,"Boyd County, Kentucky",39136,20545,52.496422730989366
21021,"Boyle County, Kentucky",25160,13603,54.06597774244833
21023,"Bracken County, Kentucky",6676,3950,59.167165967645296
21025,"Breathitt County, Kentucky",11087,4997,45.07080364390728
21027,"Breckinridge County, Kentucky",16419,8488,51.69620561544552
21029,"Bullitt County, Kentucky",67433,43184,64.03986178873845
21031,"Butler County, Kentucky",9872,4939,50.030388978930304
21033,"Caldwell County, Kentucky",10105,5700,56.40771895101435
21035,"Calloway County, Kentucky",31421,18247,58.07262658731421
21037,"Campbell County, Kentucky",75986,49487,65.12647066564894
21039,"Carlisle County, Kentucky",3790,1906,50.29023746701847
21041,"Carroll County, Kentucky",8248,4808,58.29291949563531
21043,"Carter County, Kentucky",21493,9759,45.40548085423161
21045,"Casey County, Kentucky",12760,6132,48.056426332288396
21047,"Christian County, Kentucky",54414,32575,59.865108244201856
21049,"Clark County, Kentucky",29609,17741,59.917592623864365
21051,"Clay County, Kentucky",16532,6891,41.68279699975804
21053,"Clinton County, Kentucky",7561,3968,52.47983071022352
21055,"Crittenden County, Kentucky",7193,3608,50.159877658834986
21057,"Cumberland County, Kentucky",4784,2454,51.29598662207358
21059,"Daviess County, Kentucky",80378,49538,61.63129214461669
21061,"Edmonson County, Kentucky",10186,5074,49.813469467897114
21063,"Elliott County, Kentucky",6158,2005,32.55927249106853
21065,"Estill County, Kentucky",11436,5275,46.1262679258482
21067,"Fayette County, Kentucky",262506,178368,67.9481611848872
21069,"Fleming County, Kentucky",11908,6606,55.47531071548539
21071,"Floyd County, Kentucky",28704,12080,42.08472686733556
21073,"Franklin County, Kentucky",42012,26010,61.910882604970006
21075,"Fulton County, Kentucky",5273,2352,44.60458941778874
21077,"Gallatin County, Kentucky",6992,4106,58.724256292906176
21079,"Garrard County, Kentucky",13864,7612,54.90478938257357
21081,"Grant County, Kentucky",19311,11709,60.633835637719436
21083,"Graves County, Kentucky",28886,15958,55.24475524475524
21085,"Grayson County, Kentucky",20959,11200,53.437664010687534
21087,"Green County, Kentucky",9051,4516,49.895039222185396
21089,"Greenup County, Kentucky",29276,14663,50.08539417953273
21091,"Hancock County, Kentucky",7157,4158,58.09696800335335
21093,"Hardin County, Kentucky",86895,54489,62.70671500086311
21095,"Harlan County, Kentucky",21112,8367,39.631489200454716
21097,"Harrison County, Kentucky",15057,8687,57.69409576940958
21099,"Hart County, Kentucky",15109,8181,54.14653517770866
21101,"Henderson County, Kentucky",36000,20422,56.727777777777774
21103,"Henry County, Kentucky",12597,7232,57.41049456219734
21105,"Hickman County, Kentucky",3724,1907,51.20837808807733
21107,"Hopkins County, Kentucky",36204,19628,54.21500386697602
21109,"Jackson County, Kentucky",10456,4596,43.955623565416985
21111,"Jefferson County, Kentucky",627314,413150,65.86015934603722
21113,"Jessamine County, Kentucky",42056,26178,62.245577325470805
21115,"Johnson County, Kentucky",18162,8095,44.5710824799031
21117,"Kenton County, Kentucky",133999,92836,69.28111403816446
21119,"Knott County, Kentucky",11795,4721,40.025434506146674
21121,"Knox County, Kentucky",23722,10118,42.65239018632493
21123,"Larue County, Kentucky",11944,6668,55.827193569993305
21125,"Laurel County, Kentucky",49979,26926,53.87462734348426
21127,"Lawrence County, Kentucky",12710,4837,38.056648308418566
21129,"Lee County, Kentucky",6008,2497,41.561251664447404
21131,"Leslie County, Kentucky",8483,3715,43.793469291524225
21133,"Letcher County, Kentucky",17392,7576,43.56025758969641
21135,"Lewis County, Kentucky",10474,4464,42.61982050792438
21137,"Lincoln County, Kentucky",19172,10557,55.06467765491342
21139,"Livingston County, Kentucky",7432,4088,55.005382131324
21141,"Logan County, Kentucky",21629,12390,57.284201766147305
21143,"Lyon County, Kentucky",7714,3266,42.338605133523465
21145,"McCracken County, Kentucky",54498,31090,57.04796506293809
21147,"McCreary County, Kentucky",13568,5171,38.11173349056604
21149,"McLean County, Kentucky",7330,4056,55.33424283765348
21151,"Madison County, Kentucky",75695,47931,63.321223330470964
21153,"Magoffin County, Kentucky",9300,3422,36.795698924731184
21155,"Marion County, Kentucky",15443,8260,53.487016771352714
21157,"Marshall County, Kentucky",26056,14369,55.14660730733804
21159,"Martin County, Kentucky",9438,3272,34.668361941089216
21161,"Mason County, Kentucky",13532,7639,56.45137451965711
21163,"Meade County, Kentucky",24139,14679,60.81030697211981
21165,"Menifee County, Kentucky",4891,2103,42.997342056839095
21167,"Mercer County, Kentucky",18313,10554,57.63119095724348
21169,"Metcalfe County, Kentucky",8199,4562,55.640931820953774
21171,"Monroe County, Kentucky",9035,5217,57.742114001106806
21173,"Montgomery County, Kentucky",22410,12401,55.33690316822847
21175,"Morgan County, Kentucky",11641,4523,38.85405033931793
21177,"Muhlenberg County, Kentucky",25111,13177,52.475010951375886
21179,"Nelson County, Kentucky",37129,23201,62.487543429664136
21181,"Nicholas County, Kentucky",6031,3146,52.16382026197978
21183,"Ohio County, Kentucky",18972,10493,55.3078220535526
21185,"Oldham County, Kentucky",52832,34163,64.66346153846155
21187,"Owen County, Kentucky",9084,5190,57.133421400264204
21189,"Owsley County, Kentucky",3439,1279,37.191043908112825
21191,"Pendleton County, Kentucky",11649,7040,60.434372049102926
21193,"Perry County, Kentucky",22377,10927,48.83138937301694
21195,"Pike County, Kentucky",47814,20786,43.47262308110595
21197,"Powell County, Kentucky",10169,5200,51.1358048972367
21199,"Pulaski County, Kentucky",52517,28683,54.61660033893787
21201,"Robertson County, Kentucky",1708,895,52.40046838407494
21203,"Rockcastle County, Kentucky",13159,6492,49.335055855308156
21205,"Rowan County, Kentucky",20458,11470,56.06608661648254
21207,"Russell County, Kentucky",14388,7893,54.8582151793161
21209,"Scott County, Kentucky",44418,30559,68.79868521770453
21211,"Shelby County, Kentucky",38748,25168,64.95302983379787
21213,"Simpson County, Kentucky",15518,9253,59.62752932078877
21215,"Spencer County, Kentucky",15640,10582,67.65984654731457
21217,"Taylor County, Kentucky",20719,12840,61.97210290071915
21219,"Todd County, Kentucky",9432,5280,55.97964376590331
21221,"Trigg County, Kentucky",11426,6033,52.8006301417819
21223,"Trimble County, Kentucky",6901,3962,57.41196927981452
21225,"Union County, Kentucky",11241,5902,52.50422560270439
21227,"Warren County, Kentucky",107619,71935,66.84228621340098
21229,"Washington County, Kentucky",9663,5853,60.57125116423471
21231,"Wayne County, Kentucky",16132,7275,45.09670220679395
21233,"Webster County, Kentucky",10292,5684,55.22736105713175
21235,"Whitley County, Kentucky",28118,14178,50.42321644498187
21237,"Wolfe County, Kentucky",5284,1935,36.61998485995458
21239,"Woodford County, Kentucky",21636,14078,65.0674801257164
47001,"Anderson County, Tennessee",62800,34939,55.63535031847133
47003,"Bedford County, Tennessee",39381,24463,62.118788248139964
47005,"Benton County, Tennessee",13164,6491,49.30872075357035
47007,"Bledsoe County, Tennessee",12644,6035,47.73014868712433
47009,"Blount County, Tennessee",112546,68049,60.463277237751676
47011,"Bradley County, Tennessee",88117,54021,61.30599089846454
47013,"Campbell County, Tennessee",32109,16433,51.17879722196269
47015,"Cannon County, Tennessee",11799,6662,56.46241206881939
47017,"Carroll County, Tennessee",22845,12497,54.703436200481505
47019,"Carter County, Tennessee",47403,24983,52.70341539565007
47021,"Cheatham County, Tennessee",33387,21646,64.8336178752209
47023,"Chester County, Tennessee",14082,7639,54.24655588694788
47025,"Claiborne County, Tennessee",26655,13777,51.686362783717875
47027,"Clay County, Tennessee",6208,2804,45.16752577319588
47029,"Cocke County, Tennessee",29708,15700,52.84771778645483
47031,"Coffee County, Tennessee",45845,27155,59.23219544116043
47033,"Crockett County, Tennessee",10987,6714,61.10858287066533
47035,"Cumberland County, Tennessee",52487,24052,45.8246803970507
47037,"Davidson County, Tennessee",579736,415789,71.72040376999186
47039,"Decatur County, Tennessee",9438,4798,50.83704174613266
47041,"DeKalb County, Tennessee",16416,8732,53.19200779727096
47043,"Dickson County, Tennessee",43519,27127,62.3336933293504
47045,"Dyer County, Tennessee",28929,16745,57.88309308997891
47047,"Fayette County, Tennessee",35427,20585,58.105399836283055
47049,"Fentress County, Tennessee",15403,7625,49.50334350451211
47051,"Franklin County, Tennessee",35408,20033,56.577609579755986
47053,"Gibson County, Tennessee",39588,22860,57.74477114277053
47055,"Giles County, Tennessee",24845,13887,55.8945461863554
47057,"Grainger County, Tennessee",19744,10342,52.38047001620746
47059,"Greene County, Tennessee",58501,30939,52.88627544828294
47061,"Grundy County, Tennessee",11124,5751,51.69902912621359
47063,"Hamblen County, Tennessee",51238,28983,56.565439712713214
47065,"Hamilton County, Tennessee",299839,191410,63.8375928414916
47067,"Hancock County, Tennessee",5417,2427,44.80339671404837
47069,"Hardeman County, Tennessee",21321,10377,48.670325031658926
47071,"Hardin County, Tennessee",22102,10996,49.751153741742826
47073,"Hawkins County, Tennessee",47568,24019,50.494029599730915
47075,"Haywood County, Tennessee",14396,7944,55.181994998610726
47077,"Henderson County, Tennessee",22415,12257,54.68213250055767
47079,"Henry County, Tennessee",26438,13397,50.67327331870792
47081,"Hickman County, Tennessee",20353,10946,53.78076941974156
47083,"Houston County, Tennessee",6774,3445,50.85621493947446
47085,"Humphreys County, Tennessee",15450,8716,56.41423948220064
47087,"Jackson County, Tennessee",9973,5167,51.809886694074
47089,"Jefferson County, Tennessee",46020,26749,58.12472837896566
47091,"Johnson County, Tennessee",15396,6738,43.76461418550272
47093,"Knox County, Tennessee",393242,252383,64.18007232187813
47095,"Lake County, Tennessee",6018,1848,30.707876370887337
47097,"Lauderdale County, Tennessee",20161,9896,49.08486682208224
47099,"Lawrence County, Tennessee",34372,19753,57.468288141510534
47101,"Lewis County, Tennessee",10232,5533,54.07544956997654
47103,"Lincoln County, Tennessee",28313,16763,59.2060184367605
47105,"Loudon County, Tennessee",46005,25254,54.89403325725465
47107,"McMinn County, Tennessee",43819,24122,55.0491795796344
47109,"McNairy County, Tennessee",21082,10460,49.615785978559906
47111,"Macon County, Tennessee",19914,12278,61.65511700311339
47113,"Madison County, Tennessee",79529,48596,61.10475424059148
47115,"Marion County, Tennessee",23698,12965,54.70925816524601
47117,"Marshall County, Tennessee",27611,17218,62.3592046648075
47119,"Maury County, Tennessee",81299,52061,64.03645801301369
47121,"Meigs County, Tennessee",10544,5409,51.29931714719271
47123,"Monroe County, Tennessee",38029,19584,51.497541350022345
47125,"Montgomery County, Tennessee",168775,112944,66.91986372389276
47127,"Moore County, Tennessee",5462,3096,56.68253387037715
47129,"Morgan County, Tennessee",17542,8009,45.65613955079238
47131,"Obion County, Tennessee",24703,14085,57.01736631178399
47133,"Overton County, Tennessee",18398,10569,57.44646157190999
47135,"Perry County, Tennessee",6780,3476,51.2684365781711
47137,"Pickett County, Tennessee",4201,1799,42.82313734825042
47139,"Polk County, Tennessee",14552,7949,54.62479384277076
47141,"Putnam County, Tennessee",65684,40061,60.99049996955118
47143,"Rhea County, Tennessee",26860,14179,52.7885331347729
47145,"Roane County, Tennessee",45191,24946,55.20125688743334
47147,"Robertson County, Tennessee",58004,37314,64.33004620371008
47149,"Rutherford County, Tennessee",269959,192268,71.22118543927041
47151,"Scott County, Tennessee",17387,8774,50.4629895899235
47153,"Sequatchie County, Tennessee",13212,6610,50.03027550711474
47155,"Sevier County, Tennessee",80467,48743,60.57514260504306
47157,"Shelby County, Tennessee",721643,465111,64.45167485862123
47159,"Smith County, Tennessee",16117,9521,59.07426940497611
47161,"Stewart County, Tennessee",11138,5860,52.61267732088346
47163,"Sullivan County, Tennessee",132231,73974,55.943008825464524
47165,"Sumner County, Tennessee",156439,103540,66.18554196843498
47167,"Tipton County, Tennessee",48275,29609,61.33402382185397
47169,"Trousdale County, Tennessee",9893,5162,52.17830789447084
