NAME,EMP,ESTAB,NAICS2017,state,county
"Accomack County, Virginia",136,20,42,51,001
"Albemarle County, Virginia",421,59,42,51,003
"Buchanan County, Virginia",132,14,42,51,027
"Craig County, Virginia",13,4,42,51,045
"Dickenson County, Virginia",27,7,42,51,051
"Lee County, Virginia",49,12,42,51,105
"New Kent County, Virginia",37,7,42,51,127
"Northampton County, Virginia",91,15,42,51,131
"Pittsylvania County, Virginia",670,34,42,51,143
"Prince George County, Virginia",816,18,42,51,149
"Roanoke County, Virginia",1133,97,42,51,161
"Sussex County, Virginia",99,8,42,51,183
"Bristol city, Virginia",317,27,42,51,520
"Covington city, Virginia",26,6,42,51,580
"Emporia city, Virginia",57,3,42,51,595
"Franklin city, Virginia",57,7,42,51,620
"Galax city, Virginia",57,5,42,51,640
"Norton city, Virginia",119,7,42,51,720
"Alleghany County, Virginia",32,5,42,51,005
"Amelia County, Virginia",109,10,42,51,007
"Appomattox County, Virginia",67,11,42,51,011
"Bland County, Virginia",221,5,42,51,021
"Brunswick County, Virginia",79,10,42,51,025
"Charles City County, Virginia",112,12,42,51,036
"Clarke County, Virginia",34,10,42,51,043
"Essex County, Virginia",102,12,42,51,057
"Floyd County, Virginia",31,9,42,51,063
"Fluvanna County, Virginia",130,16,42,51,065
"Giles County, Virginia",63,9,42,51,071
"Gloucester County, Virginia",93,20,42,51,073
"Grayson County, Virginia",33,7,42,51,077
"Greene County, Virginia",83,11,42,51,079
"Greensville County, Virginia",20,3,42,51,081
"Henry County, Virginia",855,36,42,51,089
"Isle of Wight County, Virginia",199,24,42,51,093
"King and Queen County, Virginia",38,5,42,51,097
"King William County, Virginia",44,8,42,51,101
"Lancaster County, Virginia",66,14,42,51,103
"Louisa County, Virginia",168,11,42,51,109
"Lunenburg County, Virginia",105,8,42,51,111
"Madison County, Virginia",53,11,42,51,113
"Mathews County, Virginia",37,6,42,51,115
"Middlesex County, Virginia",100,13,42,51,119
"Northumberland County, Virginia",46,8,42,51,133
"Page County, Virginia",48,4,42,51,139
"Patrick County, Virginia",58,7,42,51,141
"Prince Edward County, Virginia",147,12,42,51,147
"Rappahannock County, Virginia",17,5,42,51,157
"Richmond County, Virginia",131,12,42,51,159
"Scott County, Virginia",41,4,42,51,169
"Shenandoah County, Virginia",540,18,42,51,171
"Smyth County, Virginia",188,14,42,51,173
"Southampton County, Virginia",243,13,42,51,175
"Surry County, Virginia",14,3,42,51,181
"Warren County, Virginia",184,19,42,51,187
"Westmoreland County, Virginia",32,13,42,51,193
"Wise County, Virginia",236,28,42,51,195
"Danville city, Virginia",561,43,42,51,590
"Fairfax city, Virginia",156,32,42,51,600
"Falls Church city, Virginia",103,19,42,51,610
"Fredericksburg city, Virginia",240,27,42,51,630
"Harrisonburg city, Virginia",934,60,42,51,660
"Hopewell city, Virginia",153,9,42,51,670
"Martinsville city, Virginia",91,14,42,51,690
"Poquoson city, Virginia",17,3,42,51,735
"Radford city, Virginia",33,11,42,51,750
"Salem city, Virginia",1806,71,42,51,775
"Waynesboro city, Virginia",269,15,42,51,820
"Williamsburg city, Virginia",170,6,42,51,830
"Dinwiddie County, Virginia",60,11,42,51,053
"Orange County, Virginia",238,12,42,51,137
"Powhatan County, Virginia",246,30,42,51,145
"Petersburg city, Virginia",275,21,42,51,730
"Virginia Beach city, Virginia",3744,333,42,51,810
"Winchester city, Virginia",422,32,42,51,840
"Amherst County, Virginia",176,10,42,51,009
"Arlington County, Virginia",850,82,42,51,013
"Augusta County, Virginia",949,57,42,51,015
"Bedford County, Virginia",479,55,42,51,019
"Botetourt County, Virginia",587,35,42,51,023
"Buckingham County, Virginia",22,6,42,51,029
"Campbell County, Virginia",651,44,42,51,031
"Caroline County, Virginia",346,12,42,51,033
"Carroll County, Virginia",212,17,42,51,035
"Charlotte County, Virginia",67,8,42,51,037
"Chesterfield County, Virginia",5294,346,42,51,041
"Culpeper County, Virginia",557,28,42,51,047
"Fairfax County, Virginia",16208,808,42,51,059
"Fauquier County, Virginia",381,38,42,51,061
"Franklin County, Virginia",479,39,42,51,067
"Frederick County, Virginia",2023,96,42,51,069
"Goochland County, Virginia",321,42,42,51,075
"Halifax County, Virginia",183,13,42,51,083
"Hanover County, Virginia",5131,249,42,51,085
"Henrico County, Virginia",8956,444,42,51,087
"James City County, Virginia",295,44,42,51,095
"King George County, Virginia",135,5,42,51,099
"Loudoun County, Virginia",3308,298,42,51,107
"Mecklenburg County, Virginia",279,22,42,51,117
"Montgomery County, Virginia",822,39,42,51,121
"Nelson County, Virginia",15,6,42,51,125
"Nottoway County, Virginia",111,8,42,51,135
"Prince William County, Virginia",3068,231,42,51,153
"Pulaski County, Virginia",214,19,42,51,155
"Rockbridge County, Virginia",93,18,42,51,163
"Rockingham County, Virginia",971,65,42,51,165
"Russell County, Virginia",39,11,42,51,167
"Spotsylvania County, Virginia",1256,104,42,51,177
"Stafford County, Virginia",1430,56,42,51,179
"Tazewell County, Virginia",448,45,42,51,185
"Washington County, Virginia",480,31,42,51,191
"Wythe County, Virginia",502,16,42,51,197
"York County, Virginia",239,44,42,51,199
"Alexandria city, Virginia",1182,70,42,51,510
"Charlottesville city, Virginia",404,43,42,51,540
"Chesapeake city, Virginia",3986,265,42,51,550
"Colonial Heights city, Virginia",62,13,42,51,570
"Hampton city, Virginia",753,65,42,51,650
"Lynchburg city, Virginia",889,79,42,51,680
"Manassas city, Virginia",422,51,42,51,683
"Manassas Park city, Virginia",287,21,42,51,685
"Newport News city, Virginia",2164,112,42,51,700
"Norfolk city, Virginia",3530,196,42,51,710
"Portsmouth city, Virginia",498,45,42,51,740
"Richmond city, Virginia",3857,285,42,51,760
"Roanoke city, Virginia",2810,168,42,51,770
"Staunton city, Virginia",209,23,42,51,790
"Suffolk city, Virginia",1101,51,42,51,800
"Adams County, Pennsylvania",834,67,42,42,001
"Allegheny County, Pennsylvania",22423,1589,42,42,003
"Huntingdon County, Pennsylvania",219,22,42,42,061
"Sullivan County, Pennsylvania",24,4,42,42,113
"Armstrong County, Pennsylvania",473,34,42,42,005
"Beaver County, Pennsylvania",1639,107,42,42,007
"Bedford County, Pennsylvania",218,33,42,42,009
"Bradford County, Pennsylvania",512,50,42,42,015
"Carbon County, Pennsylvania",253,23,42,42,025
"Clarion County, Pennsylvania",215,24,42,42,031
"Clearfield County, Pennsylvania",743,61,42,42,033
"Clinton County, Pennsylvania",203,18,42,42,035
"Columbia County, Pennsylvania",764,52,42,42,037
"Elk County, Pennsylvania",266,28,42,42,047
"Fulton County, Pennsylvania",258,12,42,42,057
"Greene County, Pennsylvania",279,20,42,42,059
"Jefferson County, Pennsylvania",483,37,42,42,065
"Juniata County, Pennsylvania",154,19,42,42,067
"McKean County, Pennsylvania",288,25,42,42,083
"Monroe County, Pennsylvania",1121,118,42,42,089
"Montour County, Pennsylvania",84,8,42,42,093
"Northumberland County, Pennsylvania",865,55,42,42,097
"Perry County, Pennsylvania",76,17,42,42,099
"Pike County, Pennsylvania",34,14,42,42,103
"Potter County, Pennsylvania",41,5,42,42,105
"Schuylkill County, Pennsylvania",1221,96,42,42,107
"Susquehanna County, Pennsylvania",286,33,42,42,115
