NAME,EMP,ESTAB,NAICS2017,state,county
"Brooks County, Georgia",30,5,51,13,027
"Burke County, Georgia",23,6,51,13,033
"Candler County, Georgia",74,6,51,13,043
"Chattahoochee County, Georgia",10,4,51,13,053
"Chattooga County, Georgia",26,5,51,13,055
"Crisp County, Georgia",41,10,51,13,081
"Dodge County, Georgia",28,6,51,13,091
"Early County, Georgia",18,3,51,13,099
"Elbert County, Georgia",33,8,51,13,105
"Evans County, Georgia",8,4,51,13,109
"Grady County, Georgia",26,5,51,13,131
"Greene County, Georgia",210,7,51,13,133
"Haralson County, Georgia",39,8,51,13,143
"Heard County, Georgia",7,3,51,13,149
"Irwin County, Georgia",10,3,51,13,155
"Jasper County, Georgia",13,5,51,13,159
"Jefferson County, Georgia",16,3,51,13,163
"Jones County, Georgia",14,3,51,13,169
"Lee County, Georgia",3,3,51,13,177
"Lumpkin County, Georgia",22,8,51,13,187
"McDuffie County, Georgia",84,7,51,13,189
